Accession	Name	Source Database	Type	Integrated Into	Integrated Signatures	GO Terms
PF10561	Uncharacterised protein family UPF0565	pfam	family	IPR018881		
PF10562	Calmodulin-binding domain C0 of NMDA receptor NR1 subunit	pfam	domain	IPR018882		
PF10565	N-methyl D-aspartate receptor 2B3 C-terminus	pfam	family	IPR018884		
PF10568	Outer mitochondrial membrane transport complex protein	pfam	family	IPR019564		
PF10570	Myelin-PO cytoplasmic C-term p65 binding region	pfam	domain	IPR019566		
PF10571	Uncharacterised protein family UPF0547	pfam	domain	IPR018886		
PF10572	UPF0556 domain	pfam	domain	IPR018887		
PF10573	Uncharacterised protein family UPF0561	pfam	family	IPR018888		
PF10574	Arp2/3-interacting proteins Arpin	pfam	family	IPR018889		
PF10577	Uncharacterised protein family UPF0560	pfam	family	IPR018890		
PF10579	Rapsyn N-terminal myristoylation and linker region	pfam	repeat	IPR019568		
PF10580	Gap junction protein N-terminal region	pfam	domain	IPR018947		
PF10581	Synapsin N-terminal	pfam	domain	IPR019736		
PF10583	Involucrin of squamous epithelia N-terminus	pfam	domain	IPR019571		
PF10584	Proteasome subunit A N-terminal signature	pfam	family	IPR000426		
PF10585	"Ubiquitin-activating enzyme active site "	pfam	domain	IPR019572		
PF10587	Eukaryotic elongation factor 1 beta central acidic region	pfam	domain	IPR018940		
PF10588	NADH-ubiquinone oxidoreductase-G iron-sulfur binding region	pfam	domain	IPR019574		
PF10589	NADH-ubiquinone oxidoreductase-F iron-sulfur binding region	pfam	domain	IPR019575		
PF10590	Pyridoxine 5'-phosphate oxidase C-terminal dimerisation region	pfam	domain	IPR019576		
PF10591	Secreted protein acidic and rich in cysteine Ca binding region	pfam	domain	IPR019577		
PF10595	Uncharacterised protein family UPF0564	pfam	family	IPR019579		
PF10596	U6-snRNA interacting domain of PrP8	pfam	domain	IPR019580		
PF10597	U5-snRNA binding site 2 of PrP8	pfam	domain	IPR019581		
PF10598	RNA recognition motif of the spliceosomal PrP8	pfam	domain	IPR019582		
PF10599	"Retro-transposon transporting motif  "	pfam	domain	IPR018892		
PF10600	PDZ-associated domain of NMDA receptors	pfam	domain	IPR019583		
PF10601	LITAF-like zinc ribbon domain	pfam	family	IPR006629		
PF10602	26S proteasome subunit RPN7	pfam	repeat	IPR045135		
PF10606	"Homer-binding domain of metabotropic glutamate receptor "	pfam	domain	IPR019588		
PF10607	CTLH/CRA C-terminal to LisH motif domain	pfam	domain	IPR024964		
PF10608	Polyubiquitination (PEST) N-terminal domain of MAGUK	pfam	domain	IPR019590		
PF10609	NUBPL iron-transfer P-loop NTPase	pfam	family	IPR033756		
PF10613	Ligated ion channel L-glutamate- and glycine-binding site	pfam	domain	IPR019594		
PF10629	Protein of unknown function (DUF2475)	pfam	family	IPR018902		
PF10630	Protein of unknown function (DUF2476)	pfam	family	IPR018903		
PF10631	Protein of unknown function (DUF2477)	pfam	family	IPR018904		
PF10637	Oxoglutarate and iron-dependent oxygenase degradation C-term	pfam	domain	IPR019601		
PF10639	Putative transmembrane family 234	pfam	family	IPR018908		
PF10642	Mitochondrial import receptor subunit or translocase	pfam	family	IPR019603		
PF10644	Misato Segment II tubulin-like domain	pfam	domain	IPR019605		
PF10650	Putative zinc-finger domain	pfam	domain	IPR019607		
PF10660	"Iron-containing outer mitochondrial membrane protein N-terminus  "	pfam	domain	IPR019610		
PF10744	Mediator of RNA polymerase II transcription subunit 1	pfam	domain	IPR019680		
PF10780	39S ribosomal protein L53/MRP-L53	pfam	family	IPR019716		
PF10856	Protein of unknown function (DUF2678)	pfam	family	IPR022564		
PF10867	Protein of unknown function (DUF2664)	pfam	family	IPR022614		
PF10873	"Cysteine and tyrosine-rich protein 1 "	pfam	family	IPR022640		
PF10961	"Selenoprotein SelK_SelG "	pfam	family	IPR024491		
PF10996	Beta-Casp domain	pfam	domain	IPR022712		
PF11002	RFPL defining motif (RDM)	pfam	domain	IPR022723		
PF11027	Protein of unknown function (DUF2615)	pfam	family	IPR020309		
PF11028	Protein of unknown function (DUF2723)	pfam	family	IPR021280		
PF11029	DAZ associated protein 2 (DAZAP2)	pfam	family	IPR022730		
PF11032	ApoM domain	pfam	domain	IPR022734		
PF11035	Small nuclear RNA activating complex (SNAPc), subunit 2	pfam	family	IPR021281		
PF11037	Insulin-resistance promoting peptide in skeletal muscle	pfam	family	IPR021088		
PF11057	Cortexin of kidney	pfam	family	IPR020066		
PF11069	Cilia- and flagella-associated protein 298	pfam	family	IPR021298		
PF11092	Neuronal protein 3.1 (p311)	pfam	family	IPR024417		
PF11095	Gem-associated protein 7 (Gemin7)	pfam	family	IPR020338		
PF11107	Fanconi anemia group F protein (FANCF)	pfam	family	IPR035428		
PF11109	"Orexigenic neuropeptide Qrfp/P518 "	pfam	family	IPR024565		
PF11111	Centromere protein M (CENP-M)	pfam	family	IPR020987		
PF11176	"Translation machinery-associated protein 16 "	pfam	family	IPR021346		
PF11221	Subunit 21 of Mediator complex	pfam	family	IPR021384		
PF11229	Focadhesin	pfam	family	IPR021392		
PF11232	Mediator complex subunit 25 PTOV activation and synapsin 2	pfam	domain	IPR021394		
PF11235	Mediator complex subunit 25 synapsin 1	pfam	domain	IPR021397		
PF11244	Mediator complex subunit 25 C-terminal NR box-containing	pfam	domain	IPR021406		
PF11261	Interferon regulatory factor 2-binding protein zinc finger	pfam	domain	IPR022750		
PF11262	Transcription factor/nuclear export subunit protein 2	pfam	family	IPR021418		
PF11265	Mediator complex subunit 25 von Willebrand factor type A	pfam	family	IPR021419		
PF11277	Mediator complex subunit 24 N-terminal	pfam	family	IPR021429		
PF11315	Mediator complex subunit 30	pfam	domain	IPR021019		
PF11326	Protein of unknown function (DUF3128)	pfam	family	IPR021475		
PF11357	Cell cycle regulatory protein	pfam	family	IPR020984		
PF11365	"Protein SOGA "	pfam	unknown	IPR027881		
PF11380	Stealth protein CR2, conserved region 2	pfam	family	IPR021520		
PF11404	Potassium voltage-gated channel	pfam	family	IPR021105		
PF11409	Smad anchor for receptor activation (SARA)	pfam	family	IPR024608		
PF11411	DNA ligase IV	pfam	family	IPR021536		
PF11413	Hypoxia-inducible factor-1	pfam	family	IPR021537		
PF11414	Adenomatous polyposis coli tumour suppressor protein	pfam	family			
PF11416	Syntaxin-5 N-terminal, Sly1p-binding domain	pfam	family	IPR021538		
PF11461	Rab interacting lysosomal protein	pfam	family	IPR021563		
PF11464	Rabenosyn Rab binding domain	pfam	domain	IPR021565		
PF11465	Natural killer cell receptor 2B4	pfam	domain	IPR024303		
PF11466	Prion-like protein Doppel	pfam	domain	IPR021566		
PF11467	"Lens epithelium-derived growth factor (LEDGF) "	pfam	domain	IPR021567		
PF11470	TUG ubiquitin-like domain	pfam	family	IPR021569		
PF11488	Transcriptional regulatory protein LGE1	pfam	family			
PF11502	B-cell lymphoma 9 protein	pfam	family	IPR024670		
PF11510	Fanconi Anaemia group E protein FANCE	pfam	family	IPR021025		
PF11515	Mouse development and cellular proliferation protein Cullin-7	pfam	family	IPR021097		
PF11521	C-terminal general transcription factor TFIIE alpha	pfam	family	IPR021600		
PF11527	The ARF-like 2 binding protein BART	pfam	family	IPR023379		
PF11531	Coactivator-associated arginine methyltransferase 1 N terminal	pfam	domain	IPR020989		
PF11532	HnRNP M nuclear localisation signal	pfam	conserved_site	IPR024666		
PF11538	Snurportin1	pfam	family	IPR024721		
PF11540	Cytoplasmic dynein 1 intermediate chain 2	pfam	family	IPR025956		
PF11543	Nuclear pore localisation protein NPL4	pfam	family	IPR024682		
PF11547	E3 ubiquitin ligase EDD	pfam	domain	IPR024725		
PF11548	Protein-tyrosine phosphatase receptor IA-2	pfam	family	IPR021613		
PF11555	EGFR receptor inhibitor Mig-6	pfam	family	IPR021619		
PF11559	Afadin- and alpha -actinin-Binding	pfam	unknown	IPR021622		
PF11560	Lamina-associated polypeptide 2 alpha	pfam	family	IPR021623		
PF11566	PI31 proteasome regulator N-terminal	pfam	family	IPR021625		
PF11568	Mediator complex subunit 29	pfam	family	IPR021018		
PF11569	Homeodomain leucine-zipper encoding, Homez	pfam	family	IPR024578		
PF11571	Mediator complex subunit 27	pfam	family	IPR021627		
PF11573	Mediator complex subunit 23	pfam	family	IPR021629		
PF11577	NF-kappa-B essential modulator NEMO	pfam	family	IPR021063		
PF11587	Major prion protein bPrPp - N terminal	pfam	family	IPR025860		
PF11594	Mediator complex subunit 28	pfam	family			
PF11597	Mediator complex subunit 13 N-terminal	pfam	domain	IPR021643		
PF11598	Cartilage oligomeric matrix protein	pfam	family	IPR024665		
PF11600	Chromatin assembly factor 1 complex p150 subunit, N-terminal	pfam	unknown			
PF11601	Shal-type voltage-gated potassium channels, N-terminal	pfam	domain	IPR021645		
PF11605	Vacuolar protein sorting protein 36 Vps36	pfam	domain	IPR021648		
PF11608	Limkain b1	pfam	family	IPR034189		
PF11616	WD repeat binding protein EZH2	pfam	family	IPR021654		
PF11618	First C2 domain of RPGR-interacting protein 1	pfam	domain	IPR021656		
PF11620	GA-binding protein alpha chain	pfam	family	IPR024668		
PF11626	TRF2-interacting telomeric protein/Rap1 - C terminal domain	pfam	family	IPR021661		
PF11627	Nuclear factor hnRNPA1	pfam	family	IPR021662		
PF11628	T-cell surface glycoprotein CD3 zeta chain	pfam	family	IPR021663		
PF11629	C terminal SARAH domain of Mst1	pfam	family	IPR024205		
PF11635	Mediator complex subunit 16	pfam	family	IPR021665		
PF11636	Troponin I residues 1-32	pfam	unknown	IPR021666		
PF11640	Telomere-length maintenance and DNA damage repair	pfam	domain	IPR021668		
PF11648	C-terminal domain of RIG-I	pfam	domain	IPR021673		
PF11652	FAM167	pfam	family	IPR024280		
PF11669	WW domain-binding protein 1	pfam	family	IPR021684		
PF11698	V-ATPase subunit H	pfam	repeat	IPR011987		
PF11699	Mif2/CENP-C like	pfam	domain	IPR025974		
PF11701	Myosin-binding striated muscle assembly central	pfam	repeat	IPR024660		
PF11704	Vesicle coat protein involved in Golgi to plasma membrane transport	pfam	family	IPR037520		
PF11705	DNA-directed RNA polymerase III subunit Rpc31	pfam	family	IPR024661		
PF11707	Ribosome 60S biogenesis N-terminal	pfam	family	IPR021714		
PF11708	Pre-mRNA splicing Prp18-interacting factor	pfam	domain	IPR021715		
PF11712	Endoplasmic reticulum-based factor for assembly of V-ATPase	pfam	family	IPR021013		
PF11715	Nucleoporin Nup120/160	pfam	repeat			
PF11717	"RNA binding activity-knot of a chromodomain "	pfam	family	IPR025995		
PF11718	Pre-mRNA 3'-end-processing endonuclease polyadenylation factor C-term	pfam	domain	IPR021718		
PF11719	DNA replication and checkpoint protein	pfam	family	IPR021110		
PF11721	Malectin domain	pfam	domain	IPR021720		
PF11722	CCCH zinc finger in TRM13 protein	pfam	domain	IPR021721		
PF11732	Transcription- and export-related complex subunit	pfam	family	IPR021726		
PF11759	Keratin-associated matrix	pfam	family	IPR021743		
PF11764	COMPASS (Complex proteins associated with Set1p) component N	pfam	domain	IPR024657		
PF11768	WD repeat-containing and planar cell polarity effector protein Fritz	pfam	repeat	IPR024511		
PF11770	GRB2-binding adapter (GAPT)	pfam	family	IPR021082		
PF11771	"Protein of unknown function (DUF3314) "	pfam	family	IPR021748		
PF11779	Small subunit of serine palmitoyltransferase-like	pfam	family	IPR024512		
PF11781	Zinc-finger of RNA-polymerase I-specific TFIIB, Rrn7	pfam	domain	IPR021752		
PF11788	"39S mitochondrial ribosomal protein L46 "	pfam	family	IPR021757		
PF11789	Zinc-finger of the MIZ type in Nse subunit	pfam	domain	IPR004181		
PF11793	FANCL C-terminal domain	pfam	domain	IPR026850		
PF11798	IMS family HHH motif	pfam	conserved_site	IPR024728		
PF11799	impB/mucB/samB family C-terminal domain	pfam	domain	IPR017961		
PF11802	Centromere-associated protein K	pfam	family	IPR020993		
PF11803	UDP-glucuronate decarboxylase N-terminal	pfam	family	IPR021761		
PF11816	Domain of unknown function (DUF3337)	pfam	family	IPR021772		
PF11817	Foie gras liver health family 1	pfam	repeat	IPR021773		
PF11819	Cytohesin Ubiquitin Protein Inducing Domain	pfam	domain	IPR021774		
PF11822	Domain of unknown function (DUF3342)	pfam	domain	IPR021777		
PF11825	Nuclear/hormone receptor activator site AF-1	pfam	family	IPR021780		
PF11830	Domain of unknown function (DUF3350)	pfam	family	IPR021785		
PF11831	pre-mRNA splicing factor component	pfam	family	IPR021786		
PF11834	KHA, dimerisation domain of potassium ion channel	pfam	family	IPR021789		
PF11835	RRM-like domain	pfam	domain	IPR021790		
PF11838	ERAP1-like C-terminal domain	pfam	domain	IPR024571		
PF11841	Domain of unknown function (DUF3361)	pfam	family	IPR024574		
PF11851	Domain of unknown function (DUF3371)	pfam	family	IPR021802		
PF11857	Domain of unknown function (DUF3377)	pfam	family	IPR021805		
PF11861	Domain of unknown function (DUF3381)	pfam	family	IPR024576		
PF11864	Domain of unknown function (DUF3384)	pfam	family	IPR024584		
PF11865	Domain of unknown function (DUF3385)	pfam	repeat	IPR024585		
PF11875	Domain of unknown function (DUF3395)	pfam	family	IPR024586		
PF11878	Domain of unknown function (DUF3398)	pfam	domain	IPR021816		
PF11879	Domain of unknown function (DUF3399)	pfam	family	IPR024587		
PF11881	C-terminal domain of SPAR protein	pfam	family	IPR021818		
PF11882	Domain of unknown function (DUF3402)	pfam	family	IPR021819		
PF11894	Nuclear pore complex scaffold, nucleoporins 186/192/205	pfam	family	IPR021827		
PF11904	GPCR-chaperone	pfam	domain	IPR021832		
PF11911	Protein of unknown function (DUF3429)	pfam	family	IPR021836		
PF11914	Domain of unknown function (DUF3432)	pfam	repeat	IPR021839		
PF11916	Vacuolar protein 14 C-terminal Fig4p binding	pfam	domain	IPR021841		
PF11918	N-terminal domain of Peptidase_S41 in eukaryotic IRBP	pfam	domain			
PF11919	Domain of unknown function (DUF3437)	pfam	family	IPR021843		
PF11923	NFACT protein C-terminal domain	pfam	domain	IPR021846		
PF11928	Early growth response N-terminal domain	pfam	domain	IPR021849		
PF11931	SF3a60/Prp9 C-terminal	pfam	family	IPR024598		
PF11933	Cytoplasmic domain of voltage-gated Na+ ion channel	pfam	family	IPR024583		
PF11934	Domain of unknown function (DUF3452)	pfam	family	IPR024599		
PF11935	Symplekin/PTA1 N-terminal	pfam	domain	IPR032460		
PF11938	TLR4 regulator and MIR-interacting MSAP	pfam	family	IPR021852		
PF11942	Spt5 transcription elongation factor, acidic N-terminal	pfam	domain	IPR022581		
PF11945	WAHD domain of WASH complex	pfam	domain	IPR021854		
PF11952	XRN-Two Binding Domain, XTBD	pfam	family	IPR021859		
PF11956	Ankyrin-G binding motif of KCNQ2-3	pfam	family	IPR020969		
PF11957	THO complex subunit 1 transcription elongation factor	pfam	family	IPR021861		
PF11968	"25S rRNA (adenine(2142)-N(1))-methyltransferase, Bmt2 "	pfam	family	IPR021867		
PF11969	Scavenger mRNA decapping enzyme C-term binding	pfam	family			
PF11971	CAMSAP CH domain	pfam	domain	IPR022613		
PF11976	Ubiquitin-2 like Rad60 SUMO-like	pfam	family	IPR022617		
PF11977	Zc3h12a-like Ribonuclease NYN domain	pfam	domain	IPR021869		
PF11978	Shoulder domain	pfam	domain	IPR021870		
PF11979	Domain of unknown function (DUF3480)	pfam	family	IPR022557		
PF11980	C-terminal domain of neuropilin glycoprotein	pfam	family	IPR022579		
PF11987	Translation-initiation factor 2	pfam	domain	IPR023115		
PF12001	Domain of unknown function (DUF3496)	pfam	family	IPR021885		
PF12002	MgsA AAA+ ATPase C terminal	pfam	domain	IPR021886		
PF12004	Domain of unknown function (DUF3498)	pfam	family	IPR021887		
PF12009	Telomerase ribonucleoprotein complex - RNA binding domain	pfam	domain	IPR021891		
PF12012	Domain of unknown function (DUF3504)	pfam	family	IPR021893		
PF12014	Cyclin D1 binding domain	pfam	domain			
PF12016	Stonin 2	pfam	family	IPR022699		
PF12017	Transposase protein	pfam	family	IPR021896		
PF12018	Domain of unknown function	pfam	family	IPR021897		
PF12020	TAFA family	pfam	family	IPR020350		
PF12022	Domain of unknown function (DUF3510)	pfam	family	IPR024603		
PF12024	Domain of unknown function (DUF3512)	pfam	family	IPR021900		
PF12026	Crk-Associated Substrate C-terminal domain	pfam	domain	IPR021901		
PF12030	Domain of unknown function (DUF3517)	pfam	family	IPR021905		
PF12031	"SWI/SNF-like complex subunit BAF250/Osa "	pfam	repeat	IPR033388		
PF12036	Protein of unknown function (DUF3522)	pfam	family	IPR021910		
PF12037	Domain of unknown function (DUF3523)	pfam	family	IPR021911		
PF12038	Domain of unknown function (DUF3524)	pfam	family	IPR022701		
PF12045	Protein of unknown function (DUF3528)	pfam	family	IPR021918		
PF12047	Cytosine specific DNA methyltransferase replication foci domain	pfam	domain	IPR022702		
PF12052	Voltage gated calcium channel subunit beta domain 4Aa N terminal	pfam	domain	IPR000584		
PF12053	N-terminal of Par3 and HAL proteins	pfam	family	IPR021922		
PF12054	Domain of unknown function (DUF3535)	pfam	family	IPR022707		
PF12057	BCL2-associated athanogene 6	pfam	domain	IPR021925		
PF12062	heparan sulfate-N-deacetylase	pfam	family	IPR021930		
PF12063	Domain of unknown function (DUF3543)	pfam	family	IPR022708		
PF12064	Protein kinase C-binding protein 1	pfam	family	IPR021931		
PF12066	SERRATE/Ars2, N-terminal domain	pfam	domain	IPR021933		
PF12067	Sox 17/18 central domain	pfam	family	IPR033392		
PF12068	Rab-binding domain (RBD)	pfam	domain	IPR021935		
PF12070	"Protein SCAI "	pfam	family	IPR022709		
PF12075	KN motif	pfam	conserved_site	IPR021939		
PF12090	Spt20 family	pfam	family	IPR021950		
PF12104	T cell CD4 receptor C terminal region	pfam	domain	IPR021963		
PF12108	Splicing factor SF3a60 binding domain	pfam	domain	IPR021966		
PF12109	CXCR4 Chemokine receptor N terminal	pfam	domain	IPR022726		
PF12110	Nuclear protein 96	pfam	domain	IPR021967		
PF12114	Period protein 2/3C-terminal region	pfam	family	IPR022728		
PF12125	D domain of beta-TrCP	pfam	domain	IPR021977		
PF12126	Protein of unknown function (DUF3583)	pfam	family	IPR021978		
PF12129	Male germ-cell putative homeodomain transcription factor	pfam	domain	IPR021980		
PF12130	Bivalent Mical/EHBP Rab binding domain	pfam	domain	IPR022735		
PF12134	PRP8 domain IV core	pfam	domain	IPR021983		
PF12140	SLED domain	pfam	domain	IPR021987		
PF12144	Eukaryotic Mediator 12 catenin-binding domain	pfam	domain	IPR021989		
PF12145	Eukaryotic Mediator 12 subunit domain	pfam	domain	IPR021990		
PF12146	Serine aminopeptidase, S33	pfam	family	IPR022742		
PF12148	Tandem tudor domain within UHRF1	pfam	domain	IPR021991		
PF12153	LPS binding domain of CAP18 (C terminal)	pfam	domain	IPR022746		
