id,pathwayName,M
R-MMU-2514853,"Condensation of Prometaphase Chromosomes",7
R-MMU-2514859,"Inactivation, recovery and regulation of the phototransduction cascade",27
R-MMU-2534343,"Interaction With Cumulus Cells And The Zona Pellucida",9
R-MMU-2559580,"Oxidative Stress Induced Senescence",37
R-MMU-2559582,"Senescence-Associated Secretory Phenotype (SASP)",40
R-MMU-2559584,"Formation of Senescence-Associated Heterochromatin Foci (SAHF)",14
R-MMU-2559585,"Oncogene Induced Senescence",16
R-MMU-2559586,"DNA Damage/Telomere Stress Induced Senescence",49
R-MMU-2562578,"TRIF-mediated programmed cell death",9
R-MMU-2565942,"Regulation of PLK1 Activity at G2/M Transition",84
R-MMU-264642,"Acetylcholine Neurotransmitter Release Cycle",15
R-MMU-264870,"Caspase-mediated cleavage of cytoskeletal proteins",11
R-MMU-264876,"Insulin processing",14
R-MMU-2672351,"Stimuli-sensing channels",71
R-MMU-2682334,"EPH-Ephrin signaling",22
R-MMU-2730905,"Role of LAT2/NTAL/LAB on calcium mobilization",23
R-MMU-2855086,"Ficolins bind to repetitive carbohydrate structures on the target cell surface",4
R-MMU-2871796,"FCERI mediated MAPK activation",40
R-MMU-2871809,"FCERI mediated Ca+2 mobilization",35
R-MMU-2871837,"FCERI mediated NF-kB activation",84
R-MMU-2980766,"Nuclear Envelope Breakdown",8
R-MMU-2980767,"Activation of NIMA Kinases NEK9, NEK6, NEK7",5
R-MMU-2995383,"Initiation of Nuclear Envelope (NE) Reformation",18
R-MMU-3000157,"Laminin interactions",26
R-MMU-3000170,"Syndecan interactions",16
R-MMU-3000171,"Non-integrin membrane-ECM interactions",21
R-MMU-3000178,"ECM proteoglycans",47
R-MMU-3000471,"Scavenging by Class B Receptors",4
R-MMU-3000480,"Scavenging by Class A Receptors",10
R-MMU-3000497,"Scavenging by Class H Receptors",4
R-MMU-3065676,"SUMO is conjugated to E1 (UBA2:SAE1)",3
R-MMU-3065678,"SUMO is transferred from E1 to E2 (UBE2I, UBC9)",5
R-MMU-3065679,"SUMO is proteolytically processed",5
R-MMU-3108214,"SUMOylation of DNA damage response and repair proteins",70
R-MMU-3108232,"SUMO E3 ligases SUMOylate target proteins",3
R-MMU-3134963,"DEx/H-box helicases activate type I IFN and inflammatory cytokines production",7
R-MMU-3134973,"LRR FLII-interacting protein 1 (LRRFIP1) activates type I IFN production",4
R-MMU-3134975,"Regulation of innate immune responses to cytosolic DNA",13
R-MMU-3214815,"HDACs deacetylate histones",60
R-MMU-3214841,"PKMTs methylate histone lysines",46
R-MMU-3214842,"HDMs demethylate histones",25
R-MMU-3214847,"HATs acetylate histones",43
R-MMU-3214858,"RMTs methylate histone arginines",48
R-MMU-3232118,"SUMOylation of transcription factors",14
R-MMU-3232142,"SUMOylation of ubiquitinylation proteins",36
R-MMU-3238698,"WNT ligand biogenesis and trafficking",25
R-MMU-3247509,"Chromatin modifying enzymes",9
R-MMU-3249367,"STAT6-mediated induction of chemokines",3
R-MMU-3270619,"IRF3-mediated induction of type I IFN",5
R-MMU-3295583,"TRP channels",27
R-MMU-3296197,"Hydroxycarboxylic acid-binding receptors",2
R-MMU-3299685,"Detoxification of Reactive Oxygen Species",34
R-MMU-3301854,"Nuclear Pore Complex (NPC) Disassembly",30
R-MMU-3322077,"Glycogen synthesis",8
R-MMU-3371378,"Regulation by c-FLIP",10
R-MMU-3371453,"Regulation of HSF1-mediated heat shock response",66
R-MMU-3371497,"HSP90 chaperone cycle for steroid hormone receptors (SHR)",52
R-MMU-3371511,"HSF1 activation",8
R-MMU-3371568,"Attenuation phase",14
R-MMU-3371571,"HSF1-dependent transactivation",19
R-MMU-349425,"Autodegradation of the E3 ubiquitin ligase COP1",51
R-MMU-350054,"Notch-HLH transcription pathway",24
R-MMU-350562,"Regulation of ornithine decarboxylase (ODC)",50
R-MMU-350864,"Regulation of thyroid hormone activity",3
R-MMU-351143,"Agmatine biosynthesis",2
R-MMU-351200,"Interconversion of polyamines",3
R-MMU-351202,"Metabolism of polyamines",4
R-MMU-351906,"Apoptotic cleavage of cell adhesion proteins",11
R-MMU-352230,"Amino acid transport across the plasma membrane",33
R-MMU-352238,"Breakdown of the nuclear lamina",3
R-MMU-354192,"Integrin signaling",23
R-MMU-354194,"GRB2:SOS provides linkage to MAPK signaling for Integrins",15
R-MMU-372708,"p130Cas linkage to MAPK signaling for integrins",15
R-MMU-373076,"Class A/1 (Rhodopsin-like receptors)",19
R-MMU-373080,"Class B/2 (Secretin family receptors)",15
R-MMU-373752,"Netrin-1 signaling",8
R-MMU-373753,"Nephrin family interactions",10
R-MMU-373756,"SDK interactions",2
R-MMU-373760,"L1CAM interactions",4
R-MMU-375165,"NCAM signaling for neurite out-growth",17
R-MMU-375276,"Peptide ligand-binding receptors",95
R-MMU-375280,"Amine ligand-binding receptors",8
R-MMU-375281,"Hormone ligand-binding receptors",11
R-MMU-376172,"DSCAM interactions",9
R-MMU-376176,"Signaling by ROBO receptors",12
R-MMU-3769402,"Deactivation of the beta-catenin transactivating complex",33
R-MMU-3772470,"Negative regulation of TCF-dependent signaling by WNT ligand antagonists",8
R-MMU-379397,"Enzymatic degradation of dopamine by COMT",3
R-MMU-379398,"Enzymatic degradation of Dopamine by monoamine oxidase",2
R-MMU-379401,"Dopamine clearance from the synaptic cleft",1
R-MMU-379716,"Cytosolic tRNA aminoacylation",1
R-MMU-379726,"Mitochondrial tRNA aminoacylation",1
R-MMU-380095,"Tachykinin receptors bind tachykinins",5
R-MMU-380108,"Chemokine receptors bind chemokines",47
R-MMU-380259,"Loss of Nlp from mitotic centrosomes",67
R-MMU-380270,"Recruitment of mitotic centrosome proteins and complexes",77
R-MMU-380284,"Loss of proteins required for interphase microtubule organization from the centrosome",67
R-MMU-380320,"Recruitment of NuMA to mitotic centrosomes",87
R-MMU-380612,"Metabolism of serotonin",2
R-MMU-380615,"Serotonin clearance from the synaptic cleft",1
R-MMU-380972,"Energy dependent regulation of mTOR by LKB1-AMPK",29
R-MMU-381033,"ATF6 (ATF6-alpha) activates chaperones",3
R-MMU-381042,"PERK regulates gene expression",4
R-MMU-381070,"IRE1alpha activates chaperones",1
R-MMU-381340,"Transcriptional regulation of white adipocyte differentiation",2
R-MMU-381426,"Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)",109
R-MMU-381676,"Glucagon-like Peptide-1 (GLP1) regulates insulin secretion",31
R-MMU-381753,"Olfactory Signaling Pathway",44
R-MMU-381771,"Synthesis, secretion, and inactivation of Glucagon-like Peptide-1 (GLP-1)",10
R-MMU-382556,"ABC-family proteins mediated transport",78
R-MMU-383280,"Nuclear Receptor transcription pathway",52
R-MMU-388479,"Vasopressin-like receptors",6
R-MMU-388841,"Costimulation by the CD28 family",11
R-MMU-388844,"Receptor-type tyrosine-protein phosphatases",18
R-MMU-389356,"CD28 co-stimulation",9
R-MMU-389357,"CD28 dependent PI3K/Akt signaling",22
R-MMU-389359,"CD28 dependent Vav1 pathway",12
R-MMU-389397,"Orexin and neuropeptides FF and QRFP bind to their respective receptors",7
R-MMU-389513,"CTLA4 inhibitory signaling",20
R-MMU-389542,"NADPH regeneration",1
R-MMU-389599,"Alpha-oxidation of phytanate",6
R-MMU-389661,"Glyoxylate metabolism and glycine degradation",28
R-MMU-389887,"Beta-oxidation of pristanoyl-CoA",8
R-MMU-3899300,"SUMOylation of transcription cofactors",37
R-MMU-389948,"PD-1 signaling",16
R-MMU-390247,"Beta-oxidation of very long chain fatty acids",11
R-MMU-390471,"Association of TriC/CCT with target proteins during biosynthesis",10
R-MMU-390522,"Striated Muscle Contraction",34
R-MMU-390648,"Muscarinic acetylcholine receptors",5
R-MMU-390650,"Histamine receptors",4
R-MMU-390651,"Dopamine receptors",5
R-MMU-390666,"Serotonin receptors",11
R-MMU-390696,Adrenoceptors,9
R-MMU-390918,"Peroxisomal lipid metabolism",3
R-MMU-391160,"Signal regulatory protein family interactions",9
R-MMU-391906,"Leukotriene receptors",5
R-MMU-391908,"Prostanoid ligand receptors",9
R-MMU-392023,"Adrenaline signalling through Alpha-2 adrenergic receptor",3
R-MMU-392154,"Nitric oxide stimulates guanylate cyclase",3
R-MMU-392170,"ADP signalling through P2Y purinoceptor 12",22
R-MMU-392451,"G beta:gamma signalling through PI3Kgamma",25
R-MMU-392517,"Rap1 signalling",15
R-MMU-392851,"Prostacyclin signalling through prostacyclin receptor",19
R-MMU-3928662,"EPHB-mediated forward signaling",38
R-MMU-3928663,"EPHA-mediated growth cone collapse",20
R-MMU-3928664,"Ephrin signaling",18
R-MMU-3928665,"EPH-ephrin mediated repulsion of cells",38
R-MMU-399710,"Activation of AMPA receptors",4
R-MMU-399719,"Trafficking of AMPA receptors",17
R-MMU-399954,"Sema3A PAK dependent Axon repulsion",15
R-MMU-399955,"SEMA3A-Plexin repulsion signaling by inhibiting Integrin adhesion",10
R-MMU-399956,"CRMPs in Sema3A signaling",16
R-MMU-399997,"Acetylcholine regulates insulin secretion",9
R-MMU-400042,"Adrenaline,noradrenaline inhibits insulin secretion",23
R-MMU-400206,"Regulation of lipid metabolism by PPARalpha",20
R-MMU-400511,"Synthesis, secretion, and inactivation of Glucose-dependent Insulinotropic Polypeptide (GIP)",4
R-MMU-4085001,"Sialic acid metabolism",33
R-MMU-4085377,"SUMOylation of SUMOylation proteins",31
R-MMU-4086398,"Ca2+ pathway",46
R-MMU-4086400,"PCP/CE pathway",18
R-MMU-4090294,"SUMOylation of intracellular receptors",26
R-MMU-416476,"G alpha (q) signalling events",162
R-MMU-416482,"G alpha (12/13) signalling events",74
R-MMU-416550,"Sema4D mediated inhibition of cell attachment and migration",8
R-MMU-416572,"Sema4D induced cell migration and growth-cone collapse",10
R-MMU-416700,"Other semaphorin interactions",14
R-MMU-416993,"Trafficking of GluR2-containing AMPA receptors",16
R-MMU-417957,"P2Y receptors",11
R-MMU-417973,"Adenosine P1 receptors",4
R-MMU-418217,"G beta:gamma signalling through PLC beta",20
R-MMU-418346,"Platelet homeostasis",7
R-MMU-418359,"Reduction of cytosolic Ca++ levels",11
R-MMU-418457,"cGMP effects",11
R-MMU-418555,"G alpha (s) signalling events",127
R-MMU-418592,"ADP signalling through P2Y purinoceptor 1",25
R-MMU-418594,"G alpha (i) signalling events",224
R-MMU-418597,"G alpha (z) signalling events",33
R-MMU-418885,"DCC mediated attractive signaling",11
R-MMU-418889,"Caspase activation via Dependence Receptors in the absence of ligand",4
R-MMU-418990,"Adherens junctions interactions",31
R-MMU-419037,"NCAM1 interactions",17
R-MMU-419408,"Lysosphingolipid and LPA receptors",10
R-MMU-419771,Opsins,8
R-MMU-419812,"Calcitonin-like ligand receptors",10
R-MMU-420029,"Tight junction interactions",6
R-MMU-420092,"Glucagon-type ligand receptors",33
R-MMU-420499,"Class C/3 (Metabotropic glutamate/pheromone receptors)",30
R-MMU-420597,"Nectin/Necl trans heterodimerization",6
R-MMU-422085,"Synthesis, secretion, and deacylation of Ghrelin",15
R-MMU-422356,"Regulation of insulin secretion",14
R-MMU-425366,"Transport of bile salts and organic acids, metal ions and amine compounds",10
R-MMU-425381,"Bicarbonate transporters",8
R-MMU-425393,"Transport of inorganic cations/anions and amino acids/oligopeptides",8
R-MMU-425397,"Transport of vitamins, nucleosides, and related molecules",3
R-MMU-425410,"Metal ion SLC transporters",9
R-MMU-425561,"Sodium/Calcium exchangers",9
R-MMU-425986,"Sodium/Proton exchangers",6
R-MMU-426048,"Arachidonate production from DAG",5
R-MMU-426117,"Cation-coupled Chloride cotransporters",7
R-MMU-426486,"Small interfering RNA (siRNA) biogenesis",9
R-MMU-426496,"Post-transcriptional silencing by small RNAs",7
R-MMU-427589,"Type II Na+/Pi cotransporters",3
R-MMU-427601,"Multifunctional anion exchangers",9
R-MMU-427652,"Sodium-coupled phosphate cotransporters",2
R-MMU-427975,"Proton/oligopeptide cotransporters",4
R-MMU-428559,"Proton-coupled neutral amino acid transporters",2
R-MMU-428643,"Organic anion transporters",10
R-MMU-428890,"Role of ABL in ROBO-SLIT signaling",4
R-MMU-428930,"Thromboxane signalling through TP receptor",23
R-MMU-429593,"Inositol transporters",3
R-MMU-429947,"Deadenylation of mRNA",25
R-MMU-429958,""{""mRNA decay by 3' to 5' exoribonuclease""}"",14
R-MMU-430039,""{""mRNA decay by 5' to 3' exoribonuclease""}"",14
R-MMU-430116,"GP1b-IX-V activation signalling",12
R-MMU-432030,"Transport of glycerol from adipocytes to the liver by Aquaporins",2
R-MMU-432040,"Vasopressin regulates renal water homeostasis via Aquaporins",33
R-MMU-432047,"Passive transport by Aquaporins",11
R-MMU-432142,"Platelet sensitization by LDL",16
R-MMU-432720,"Lysosome Vesicle Biogenesis",34
R-MMU-432722,"Golgi Associated Vesicle Biogenesis",54
R-MMU-433137,"Sodium-coupled sulphate, di- and tri-carboxylate transporters",4
R-MMU-433692,"Proton-coupled monocarboxylate transport",6
R-MMU-434313,"Intracellular metabolism of fatty acids regulates insulin secretion",3
R-MMU-434316,"Fatty Acids bound to GPR40 (FFAR1) regulate insulin secretion",8
R-MMU-435368,"Zinc efflux and compartmentalization by the SLC30 family",4
R-MMU-437239,"Recycling pathway of L1",36
R-MMU-438066,"Unblocking of NMDA receptors, glutamate binding and activation",21
R-MMU-4419969,"Depolymerisation of the Nuclear Lamina",14
R-MMU-4420097,"VEGFA-VEGFR2 Pathway",61
R-MMU-442380,"Zinc influx into cells by the SLC39 gene family",7
R-MMU-442660,"Na+/Cl- dependent neurotransmitter transporters",19
R-MMU-442720,"CREB1 phosphorylation through the activation of Adenylate Cyclase",6
R-MMU-442729,"CREB1 phosphorylation through the activation of CaMKII/CaMKK/CaMKIV cascasde",4
R-MMU-442742,"CREB1 phosphorylation through NMDA receptor-mediated activation of RAS signaling",5
R-MMU-444209,"Free fatty acid receptors",4
R-MMU-444257,"RSK activation",4
R-MMU-444411,"Rhesus glycoproteins mediate ammonium transport",3
R-MMU-444473,"Formyl peptide receptors bind formyl peptides and many other ligands",12
R-MMU-444821,"Relaxin receptors",8
R-MMU-445095,"Interaction between L1 and Ankyrins",8
R-MMU-445144,"Signal transduction by L1",21
R-MMU-445355,"Smooth Muscle Contraction",29
R-MMU-445989,"TAK1 activates NFkB by phosphorylation and activation of IKKs complex",30
R-MMU-446107,"Type I hemidesmosome assembly",11
R-MMU-446193,"Biosynthesis of the N-glycan precursor (dolichol lipid-linked oligosaccharide, LLO) and transfer to a nascent protein",10
R-MMU-446199,"Synthesis of Dolichyl-phosphate",6
R-MMU-446203,"Asparagine N-linked glycosylation",4
R-MMU-446205,"Synthesis of GDP-mannose",3
R-MMU-446210,"Synthesis of UDP-N-acetyl-glucosamine",8
R-MMU-446343,"Localization of the PINCH-ILK-PARVIN complex to focal adhesions",4
R-MMU-446353,"Cell-extracellular matrix interactions",12
R-MMU-446388,"Regulation of cytoskeletal remodeling and cell spreading by IPP complex components",8
R-MMU-447043,"Neurofascin interactions",3
R-MMU-448706,"Interleukin-1 processing",7
R-MMU-449836,"Other interleukin signaling",17
R-MMU-450302,"activated TAK1 mediates p38 MAPK activation",23
R-MMU-450321,"JNK (c-Jun kinases) phosphorylation and activation mediated by activated human TAK1",22
R-MMU-450341,"Activation of the AP-1 family of transcription factors",10
R-MMU-450385,"Butyrate Response Factor 1 (BRF1) binds and destabilizes mRNA",17
R-MMU-450408,"AUF1 (hnRNP D0) binds and destabilizes mRNA",55
R-MMU-450513,"Tristetraprolin (TTP, ZFP36) binds and destabilizes mRNA",17
R-MMU-450520,"HuR (ELAVL1) binds and stabilizes mRNA",8
R-MMU-450604,"KSRP (KHSRP) binds and destabilizes mRNA",15
R-MMU-451307,"Activation of Na-permeable kainate receptors",2
R-MMU-451308,"Activation of Ca-permeable Kainate Receptor",10
R-MMU-4551638,"SUMOylation of chromatin organization proteins",51
R-MMU-456926,"Thrombin signalling through proteinase activated receptors (PARs)",32
R-MMU-4570464,"SUMOylation of RNA binding proteins",43
R-MMU-4608870,"Asymmetric localization of PCP proteins",61
R-MMU-4615885,"SUMOylation of DNA replication proteins",40
R-MMU-4641257,"Degradation of AXIN",54
R-MMU-4641258,"Degradation of DVL",56
R-MMU-4641262,"Disassembly of the destruction complex and recruitment of AXIN to the membrane",29
R-MMU-4641263,"Regulation of FZD by ubiquitination",14
R-MMU-4641265,"Repression of WNT target genes",10
R-MMU-4655427,"SUMOylation of DNA methylation proteins",4
R-MMU-4755510,"SUMOylation of immune response proteins",11
R-MMU-480985,"Synthesis of dolichyl-phosphate-glucose",2
R-MMU-499943,"Interconversion of nucleotide di- and triphosphates",26
R-MMU-500657,"Presynaptic function of Kainate receptors",21
R-MMU-500753,"Pyrimidine biosynthesis",3
R-MMU-5099900,"WNT5A-dependent internalization of FZD4",15
R-MMU-512988,"Interleukin-3, Interleukin-5 and GM-CSF signaling",19
R-MMU-5140745,"WNT5A-dependent internalization of FZD2, FZD5 and ROR2",13
R-MMU-5173105,"O-linked glycosylation",8
R-MMU-5173214,"O-glycosylation of TSR domain-containing proteins",32
R-MMU-5205685,"PINK1-PRKN Mediated Mitophagy",22
R-MMU-5213460,"RIPK1-mediated regulated necrosis",7
R-MMU-5218900,"CASP8 activity is inhibited",10
R-MMU-5218920,"VEGFR2 mediated vascular permeability",27
R-MMU-5218921,"VEGFR2 mediated cell proliferation",13
R-MMU-5221030,"TET1,2,3 and TDG demethylate DNA",1
R-MMU-5223345,"Miscellaneous transport and binding events",25
R-MMU-5250924,"B-WICH complex positively regulates rRNA expression",30
R-MMU-525793,Myogenesis,25
R-MMU-5263617,"Metabolism of ingested MeSeO2H into MeSeH",1
R-MMU-532668,"N-glycan trimming in the ER and Calnexin/Calreticulin cycle",12
R-MMU-5357786,"TNFR1-induced proapoptotic signaling",11
R-MMU-5357905,"Regulation of TNFR1 signaling",34
R-MMU-5357956,"TNFR1-induced NFkappaB signaling pathway",29
R-MMU-5358346,"Hedgehog ligand biogenesis",58
R-MMU-5358493,"Synthesis of diphthamide-EEF2",7
R-MMU-5358565,"Mismatch repair (MMR) directed by MSH2:MSH6 (MutSalpha)",14
R-MMU-5358606,"Mismatch repair (MMR) directed by MSH2:MSH3 (MutSbeta)",10
R-MMU-5362517,"Signaling by Retinoic Acid",21
R-MMU-5362798,"Release of Hh-Np from the secreting cell",7
R-MMU-5365859,"RA biosynthesis pathway",19
R-MMU-5389840,"Mitochondrial translation elongation",86
R-MMU-5419276,"Mitochondrial translation termination",88
R-MMU-5423646,"Aflatoxin activation and detoxification",19
R-MMU-549127,"Organic cation transport",10
R-MMU-5576886,"Phase 4 - resting membrane potential",12
R-MMU-5576890,"Phase 3 - rapid repolarisation",7
R-MMU-5576892,"Phase 0 - rapid depolarisation",31
R-MMU-5576893,"Phase 2 - plateau phase",14
R-MMU-5576894,"Phase 1 - inactivation of fast Na+ channels",7
R-MMU-5578749,"Transcriptional regulation by small RNAs",31
R-MMU-5578768,"Physiological factors",5
R-MMU-5578775,"Ion homeostasis",49
R-MMU-5607761,"Dectin-1 mediated noncanonical NF-kB signaling",57
R-MMU-5607763,"CLEC7A (Dectin-1) induces NFAT activation",7
R-MMU-5607764,"CLEC7A (Dectin-1) signaling",76
R-MMU-561048,"Organic anion transport",4
R-MMU-5610780,"Degradation of GLI1 by the proteasome",55
R-MMU-5610785,"GLI3 is processed to GLI3R by the proteasome",57
