DepMap_ID,cell_line_name,stripped_cell_line_name,CCLE_Name,alias,COSMICID,sex,source,RRID,WTSI_Master_Cell_ID,sample_collection_site,primary_or_metastasis,primary_disease,Subtype,age,Sanger_Model_ID,depmap_public_comments,lineage,lineage_subtype,lineage_sub_subtype,lineage_molecular_subtype,default_growth_pattern,model_manipulation,model_manipulation_details,patient_id,parent_depmap_id,Cellosaurus_NCIt_disease,Cellosaurus_NCIt_id,Cellosaurus_issues
ACH-000886,NCI-H2009,NCIH2009,NCIH2009_LUNG,,724873.0,Female,ATCC,CVCL_1514,79.0,lymph_node,Metastasis,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",68,SIDM00756,,lung,NSCLC,NSCLC_adenocarcinoma,,,,,PT-bwPYLi,,Lung adenocarcinoma,C3512,
ACH-000888,NCI-H1793,NCIH1793,NCIH1793_LUNG,,908463.0,Female,ATCC,CVCL_1496,934.0,lung,Primary,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",52,SIDM00755,,lung,NSCLC,NSCLC_adenocarcinoma,,2D: adherent,,,PT-JWHrxe,,Lung adenocarcinoma,C3512,
ACH-000890,SW 1271,SW1271,SW1271_LUNG,,1299062.0,Male,ATCC,CVCL_1716,2037.0,lung,Primary,Lung Cancer,Small Cell Lung Cancer (SCLC),69,SIDM01156,,lung,SCLC,,,2D: adherent,,,PT-Np75OL,,Lung small cell carcinoma,C4917,
ACH-000892,NCI-H1563,NCIH1563,NCIH1563_LUNG,,753600.0,Male,ATCC,CVCL_1475,1402.0,lung,Primary,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",,SIDM00751,,lung,NSCLC,NSCLC_adenocarcinoma,,2D: adherent,,,PT-msHTlh,,Lung adenocarcinoma,C3512,
ACH-000893,NCI-H1651,NCIH1651,NCIH1651_LUNG,,910900.0,Male,ATCC,CVCL_1484,1828.0,lung,Primary,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",71,SIDM00744,,lung,NSCLC,NSCLC_adenocarcinoma,,2D: adherent,,,PT-yo5QST,,Lung adenocarcinoma,C3512,
ACH-000894,NCI-H1869,NCIH1869,NCIH1869_LUNG,,1240183.0,Male,ATCC,CVCL_1500,90.0,pleural_effusion,Metastasis,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma",58,SIDM00768,,lung,NSCLC,NSCLC_squamous,,2D: adherent,,,PT-RPtiPJ,,Lung squamous cell carcinoma,C3493,
ACH-000895,CL-34,CL34,CL34_LARGE_INTESTINE,,1290771.0,Female,DSMZ,CVCL_1980,1005.0,Colon,Primary,Colon/Colorectal Cancer,Adenocarcinoma,,SIDM00945,,colorectal,colorectal_adenocarcinoma,,MSI,,,,PT-LoHukX,,Colon adenocarcinoma,C4349,
ACH-000896,647-V,647V,647V_URINARY_TRACT,,906797.0,Male,DSMZ,CVCL_1049,2061.0,urinary_tract,Primary,Bladder Cancer,Carcinoma,59,SIDM00983,,urinary_tract,bladder_carcinoma,,,2D: adherent,,,PT-bDT6oy,,Bladder carcinoma,C4912,
ACH-000900,NCI-H23,NCIH23,NCIH23_LUNG,,905942.0,Male,ATCC,CVCL_1547,2108.0,lung,Primary,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",51,SIDM00138,,lung,NSCLC,NSCLC_adenocarcinoma,,2D: adherent,,,PT-rWMXJp,,Lung adenocarcinoma,C3512,
ACH-000902,CAL-148,CAL148,CAL148_BREAST,,924106.0,Female,DSMZ,CVCL_1106,1610.0,pleural_effusion,Metastasis,Breast Cancer,Breast Ductal Carcinoma,58,SIDM00938,,breast,breast_ductal_carcinoma,ERneg_HER2neg,luminal_HER2_amp,2D: mixed adherent and suspension,,,PT-vbLgiZ,,Breast carcinoma,C4872,
ACH-000903,FTC-133,FTC133,FTC133_THYROID,,906864.0,Male,ECACC,CVCL_1219,1007.0,thyroid,Metastasis,Thyroid Cancer,"Carcinoma, anaplastic",42,SIDM00213,,thyroid,thyroid_carcinoma,anaplastic,,2D: adherent,,,PT-ZSsyUS,,Thyroid gland follicular carcinoma,C8054,
ACH-000905,5637,5637,5637_URINARY_TRACT,,687452.0,Male,ATCC,CVCL_0126,1157.0,urinary_tract,,Bladder Cancer,,68,SIDM00807,,urinary_tract,bladder_carcinoma,,,2D: adherent,,,PT-nC0LDL,,Bladder carcinoma,C4912,
ACH-000906,ES-2,ES2,ES2_OVARY,,1240128.0,Female,ATCC,CVCL_3509,869.0,ovary,Primary,Ovarian Cancer,"Adenocarcinoma, clear cell",47,SIDM00861,,ovary,ovary_adenocarcinoma,clear_cell,,2D: adherent,,,PT-rH0cpo,,Ovarian clear cell adenocarcinoma,C40078,
ACH-000910,MDA-MB-453,MDAMB453,MDAMB453_BREAST,,908122.0,Female,ATCC,CVCL_0418,101.0,pericardial_effusion,Metastasis,Breast Cancer,Carcinoma,48,SIDM00272,,breast,breast_carcinoma,ERneg_HER2neg,HER2_amp,2D: adherent,,,PT-TFQ2Kc,,Breast adenocarcinoma,C5214,
ACH-000911,NUGC-3,NUGC3,NUGC3_STOMACH,,908455.0,Male,JHSF,CVCL_1612,1251.0,soft_tissue,Metastasis,Gastric Cancer,Adenocarcinoma,72,SIDM00572,,gastric,gastric_adenocarcinoma,,,,,,PT-BTCHFg,,Gastric adenocarcinoma,C4004,
ACH-000913,ESS-1,ESS1,ESS1_ENDOMETRIUM,,907000.0,Female,DSMZ,CVCL_1205,293.0,endometrium,Primary,Endometrial/Uterine Cancer,Endometrial Stromal Sarcoma,76,SIDM01043,,uterus,endometrial_stromal_sarcoma,,,,,,PT-6MnPg3,,Endometrioid stromal sarcoma,C8973,
ACH-000914,HT,HT,HT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,907063.0,Male,ATCC,CVCL_1290,745.0,ascites,,Lymphoma,"B-cell, Non-Hodgkins",70,SIDM00661,,lymphocyte,non_hodgkin_lymphoma,b_cell,,,,,PT-zrYGap,,Diffuse large B-cell lymphoma germinal center B-cell type,C36080,
ACH-000915,IPC-298,IPC298,IPC298_SKIN,,907171.0,Female,DSMZ,CVCL_1307,77.0,skin,Primary,Skin Cancer,Melanoma,64,SIDM01059,,skin,melanoma,,,2D: adherent,,,PT-Jc7cdo,,Cutaneous melanoma,C3510,
ACH-000916,NCI-H1573,NCIH1573,NCIH1573_LUNG,,908472.0,Female,ATCC,CVCL_1478,372.0,soft_tissue,Metastasis,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",35,SIDM00749,,lung,NSCLC,NSCLC_adenocarcinoma,,2D: adherent,,,PT-tMdDt6,,Lung adenocarcinoma,C3512,
ACH-000917,TE-4,TE4,TE4_OESOPHAGUS,,1503371.0,Male,RIKEN,CVCL_3337,382.0,lymph_node,,Esophageal Cancer,Squamous Cell Carcinoma,48,SIDM00250,Cell line thought to be female but has Y chromosome expression.,esophagus,esophagus_squamous,,,,,,PT-2HckVI,,Esophageal squamous cell carcinoma,C4024,
ACH-000918,MOLT-16,MOLT16,MOLT16_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,908147.0,Female,DSMZ,CVCL_1424,1321.0,haematopoietic_and_lymphoid_tissue,,Leukemia,"Acute Lymphoblastic Leukemia (ALL), T-cell",5,SIDM00431,,blood,ALL,t_cell,,,,,PT-vmdivL,,Childhood T acute lymphoblastic leukemia,C7953,TP53 mutations indicated to be at p.Met237Arg (c.710T>G) and p.Gly244Cys (c.730G>T) (PubMed=2144611)
ACH-000919,IM95,IM95,IM95_STOMACH,,1240155.0,Male,HSRRB,CVCL_2961,405.0,stomach,Primary,Gastric Cancer,Adenocarcinoma,63,SIDM00602,,gastric,gastric_adenocarcinoma,,,2D: adherent,,,PT-Iu2j9I,,Gastric adenocarcinoma,C4004,
ACH-000920,CML-T1,CMLT1,CMLT1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,910951.0,Female,DSMZ,CVCL_1126,160.0,haematopoietic_and_lymphoid_tissue,,Leukemia,"Chronic Myelogenous Leukemia (CML), blast crisis",36,SIDM00958,,blood,CML,blast_crisis,,,,,PT-9UeFHL,,"Chronic myelogenous leukemia, BCR-ABL1 positive",C3174,
ACH-000922,RCH-ACV,RCHACV,RCHACV_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1330994.0,Female,DSMZ,CVCL_1851,1160.0,bone_marrow,,Leukemia,"Acute Lymphoblastic Leukemia (ALL), B-cell",8,SIDM00449,,blood,ALL,b_cell,,2D: adherent,,,PT-0mdkef,,Childhood B acute lymphoblastic leukemia,C9140,
ACH-000924,NCI-H2172,NCIH2172,NCIH2172_LUNG,,1298353.0,Female,ATCC,CVCL_1537,1692.0,lung,Primary,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), unspecified",,SIDM00926,,lung,NSCLC,,,2D: adherent,,,PT-4qxYZb,,Lung non-small cell carcinoma,C2926,
ACH-000926,HT55,HT55,HT55_LARGE_INTESTINE,,907287.0,,ECACC,CVCL_1294,1688.0,large_intestine,Primary,Colon/Colorectal Cancer,Adenocarcinoma,,SIDM00541,,colorectal,colorectal_adenocarcinoma,,,2D: adherent,,,PT-vAncSZ,,Colon carcinoma,C4910,
ACH-000927,BT-474,BT474,BT474_BREAST,,946359.0,Female,ATCC,CVCL_0179,412.0,breast,Primary,Breast Cancer,Breast Ductal Carcinoma,60,SIDM00963,,breast,breast_ductal_carcinoma,ERpos_HER2pos,HER2_amp,2D: adherent,,,PT-Az6j9u,,Invasive breast carcinoma of no special type,C4194,
ACH-000929,NCI-H2110,NCIH2110,NCIH2110_LUNG,,1298351.0,,ATCC,CVCL_1530,1948.0,pleural_effusion,Metastasis,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), unspecified",,SIDM00703,,lung,NSCLC,,,,,,PT-29i6JV,,Lung non-small cell carcinoma,C2926,
ACH-000930,HCC1569,HCC1569,HCC1569_BREAST,,907046.0,Female,ATCC,CVCL_1255,2127.0,breast,Primary,Breast Cancer,Carcinoma,70,SIDM00878,,breast,breast_carcinoma,ERneg_HER2pos,basal_A,2D: mixed adherent and suspension,,,PT-AHaEgg,,Breast ductal carcinoma,C4017,
ACH-000932,SNU-1,SNU1,SNU1_STOMACH,,908444.0,Male,ATCC,CVCL_0099,564.0,stomach,Metastasis,Gastric Cancer,Adenocarcinoma,44,SIDM01146,,gastric,gastric_adenocarcinoma,,,,,,PT-3F7Xgi,,Gastric adenocarcinoma,C4004,
ACH-000934,MDA-MB-361,MDAMB361,MDAMB361_BREAST,,908121.0,Female,ATCC,CVCL_0620,880.0,central_nervous_system,Metastasis,Breast Cancer,Carcinoma,40,SIDM00528,,breast,breast_carcinoma,ERpos_HER2pos,HER2_amp,2D: adherent,,,PT-0VWXIm,,Breast adenocarcinoma,C5214,
ACH-000935,MDST8,MDST8,MDST8_LARGE_INTESTINE,,1240173.0,,ECACC,CVCL_2588,928.0,large_intestine,,Colon/Colorectal Cancer,Adenocarcinoma,,SIDM00527,,colorectal,colorectal_adenocarcinoma,,,2D: adherent,,,PT-snQqpb,,Colon carcinoma,C4910,
ACH-000936,EFO-27,EFO27,EFO27_OVARY,,906852.0,Female,DSMZ,CVCL_1192,1497.0,abdomen,Metastasis,Ovarian Cancer,"Adenocarcinoma, endometrioid",36,SIDM01051,,ovary,ovary_adenocarcinoma,endometrioid,,2D: adherent,,,PT-AiIzwN,,Ovarian mucinous adenocarcinoma,C5243,
ACH-000937,PF-382,PF382,PF382_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,909260.0,Female,DSMZ,CVCL_1641,1043.0,pleural_effusion,,Leukemia,"Acute Lymphoblastic Leukemia (ALL), T-cell",6,SIDM00451,,blood,ALL,t_cell,,,,,PT-UEq5KV,,Childhood T acute lymphoblastic leukemia,C7953,
ACH-000938,NALM-6,NALM6,NALM6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,908158.0,Male,DSMZ,CVCL_0092,973.0,haematopoietic_and_lymphoid_tissue,Primary,Leukemia,"Acute Lymphoblastic Leukemia (ALL), B-cell",19,SIDM00429,,blood,ALL,b_cell,,,,,PT-rgsUoa,,Adult B acute lymphoblastic leukemia,C9143,
ACH-000939,SK-UT-1,SKUT1,SKUT1_SOFT_TISSUE,,909732.0,Female,ATCC,CVCL_0533,725.0,endometrium,Primary,Sarcoma,Leiomyosarcoma,75,SIDM01113,,soft_tissue,leiomyosarcoma,,,2D: adherent,,,PT-b2KmUs,,Uterine corpus leiomyosarcoma,C6340,
ACH-000940,AN3 CA,AN3CA,AN3CA_ENDOMETRIUM,,910781.0,Female,ATCC,CVCL_0028,1294.0,endometrium,Metastasis,Endometrial/Uterine Cancer,Endometrial Adenocarcinoma,55,SIDM00901,,uterus,endometrial_adenocarcinoma,,,2D: adherent,,,PT-P1Vdpe,,Acanthosis nigricans,C26687,
ACH-000943,RKO,RKO,RKO_LARGE_INTESTINE,,909698.0,,ATCC,CVCL_0504,607.0,Colon,Primary,Colon/Colorectal Cancer,Adenocarcinoma,,SIDM01090,,colorectal,colorectal_adenocarcinoma,,MSI,2D: adherent,,,PT-9E5O4L,,Colon carcinoma,C4910,
ACH-000944,NAMALWA,NAMALWA,NAMALWA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,908159.0,Female,JCRB,CVCL_0067,669.0,haematopoietic_and_lymphoid_tissue,,Lymphoma,"B-cell, Non-Hodgkins, Burkitts",3,SIDM00641,,lymphocyte,non_hodgkin_lymphoma,b_cell_burkitt,,2D: suspension,,,PT-grWxm0,,EBV-related Burkitt lymphoma,C27694,"Indicated to have an additional TP53 p.Arg248Trp (c.742C>T) mutation according to PubMed=2052620, but not confirmed by other references or by CCLE and Cosmic-CLP"
ACH-000945,NCI-H650,NCIH650,NCIH650_LUNG,,722066.0,Male,ATCC,CVCL_1575,1539.0,lung,Metastasis,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",,SIDM01124,,lung,NSCLC,NSCLC_adenocarcinoma,,2D: mixed adherent and suspension,,,PT-0uFhp8,,Lung adenocarcinoma,C3512,
ACH-000947,OVK18,OVK18,OVK18_OVARY,,1480371.0,Female,RIKEN,CVCL_3770,200.0,ascites,Metastasis,Ovarian Cancer,"Adenocarcinoma, endometrioid",49,SIDM00238,,ovary,ovary_adenocarcinoma,endometrioid,,2D: adherent,,,PT-MsM9mi,,Ovarian endometrioid adenocarcinoma,C7979,
ACH-000948,23132/87,2313287,2313287_STOMACH,,910924.0,Male,DSMZ,CVCL_1046,558.0,stomach,Primary,Gastric Cancer,Adenocarcinoma,72,SIDM00980,,gastric,gastric_adenocarcinoma,,,,,,PT-VDIRwk,,Gastric adenocarcinoma,C4004,
ACH-000949,TGBC11TKB,TGBC11TKB,TGBC11TKB_STOMACH,,909770.0,Female,RIKEN,CVCL_1768,1917.0,lymph_node,Metastasis,Gastric Cancer,Adenocarcinoma,72,SIDM00251,,gastric,gastric_adenocarcinoma,,,2D: suspension,,,PT-cGBc5A,,Gastric carcinoma,C4911,
ACH-000950,LoVo,LOVO,LOVO_LARGE_INTESTINE,,907790.0,Male,ATCC,CVCL_0399,306.0,lymph_node,Metastasis,Colon/Colorectal Cancer,Adenocarcinoma,56,SIDM00839,,colorectal,colorectal_adenocarcinoma,,MSI,2D: adherent,,,PT-6USEGU,,Colon adenocarcinoma,C4349,
ACH-000951,NCI-H2342,NCIH2342,NCIH2342_LUNG,,687819.0,Male,ATCC,CVCL_1549,1814.0,lung,Primary,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",55,SIDM00727,,lung,NSCLC,NSCLC_adenocarcinoma,,2D: mixed adherent and suspension,,,PT-Q9lcwL,,Lung adenocarcinoma,C3512,
ACH-000953,SUP-T1,SUPT1,SUPT1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Sup-T1,909743.0,Male,ATCC,CVCL_1714,1452.0,pleural_effusion,Metastasis,Leukemia,"Acute Lymphoblastic Leukemia (ALL), T-cell",8,SIDM01154,,blood,ALL,t_cell,,,,,PT-Zkuf8L,,Childhood T lymphoblastic lymphoma,C7210,
ACH-000955,SNU-407,SNU407,SNU407_LARGE_INTESTINE,,1660034.0,Male,KCLB,CVCL_5058,1907.0,soft_tissue,Metastasis,Colon/Colorectal Cancer,Adenocarcinoma,37,SIDM00214,,colorectal,colorectal_adenocarcinoma,,MSI,,,,PT-lgLAoF,,Colon adenocarcinoma,C4349,
ACH-000956,22Rv1,22RV1,22RV1_PROSTATE,22-RV1,924100.0,Male,ATCC,CVCL_1045,1027.0,prostate,Primary,Prostate Cancer,Adenocarcinoma,Adult,SIDM00499,,prostate,prostate_adenocarcinoma,,,2D: adherent,,,PT-rqTCjv,,Prostate carcinoma,C4863,
ACH-000957,LS 180,LS180,LS180_LARGE_INTESTINE,,998189.0,Female,ATCC,CVCL_0397,2081.0,Colon,Primary,Colon/Colorectal Cancer,Adenocarcinoma,58,SIDM00680,,colorectal,colorectal_adenocarcinoma,,MSI,,,,PT-FXUrcz,,Colon adenocarcinoma,C4349,
ACH-000958,SW48,SW48,SW48_LARGE_INTESTINE,,909751.0,Female,ATCC,CVCL_1724,1.0,Colon,Primary,Colon/Colorectal Cancer,Adenocarcinoma,83,SIDM00837,,colorectal,colorectal_adenocarcinoma,,MSI,2D: adherent,,,PT-EB6qeM,,Colon adenocarcinoma,C4349,
ACH-000960,Reh,REH,REH_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,909696.0,Female,ATCC,CVCL_1650,1272.0,haematopoietic_and_lymphoid_tissue,Primary,Leukemia,"Acute Lymphoblastic Leukemia (ALL), B-cell",15,SIDM00447,,blood,ALL,b_cell,,2D: suspension,,,PT-N5YXV2,,Childhood B acute lymphoblastic leukemia,C9140,
ACH-000962,OC 314,OC314,OC314_OVARY,,909257.0,Female,ICLC,CVCL_1616,896.0,ascites,Metastasis,Ovarian Cancer,"Cystadenocarcinoma, clear cell",39,SIDM00220,,ovary,ovary_adenocarcinoma,clear_cell,,,,,PT-3doOpy,,Ovarian serous adenocarcinoma,C7550,
ACH-000963,CCK-81,CCK81,CCK81_LARGE_INTESTINE,,1240123.0,Female,HSRRB,CVCL_2873,1915.0,large_intestine,Metastasis,Colon/Colorectal Cancer,Adenocarcinoma,62,SIDM00487,,colorectal,colorectal_adenocarcinoma,,MSI,,,,PT-c4ZGOD,,Colon adenocarcinoma,C4349,
ACH-000965,RL95-2,RL952,RL952_ENDOMETRIUM,,930082.0,Female,ATCC,CVCL_0505,2215.0,endometrium,Primary,Endometrial/Uterine Cancer,Endometrial Adenosquamous Carcinoma,65,SIDM01088,,uterus,endometrial_adenosquamous,,,2D: adherent,,,PT-de7J0H,,Endometrial adenosquamous carcinoma,C114656,
ACH-000966,IGROV1,IGROV1,IGROV1_OVARY,,905968.0,Female,NCI/DCTD,CVCL_1304,1215.0,ovary,Primary,Ovarian Cancer,"Adenocarcinoma, mixed",47,SIDM00151,,ovary,ovary_adenocarcinoma,mixed_endometrioid_clear_cell,,,,,PT-bGFaJu,,Ovarian endometrioid adenocarcinoma,C7979,
ACH-000968,COLO 792,COLO792,COLO792_SKIN,,906814.0,Male,ECACC,CVCL_1134,1467.0,central_nervous_system,Metastasis,Skin Cancer,Melanoma,62,SIDM00140,,skin,melanoma,,,2D: adherent,,,PT-z7yLU0,,Melanoma,C3224,
ACH-000969,KM12,KM12,KM12_LARGE_INTESTINE,,905989.0,,JCRB,CVCL_1331,1990.0,large_intestine,Primary,Colon/Colorectal Cancer,Adenocarcinoma,,SIDM00150,,colorectal,colorectal_adenocarcinoma,,MSI,2D: adherent,,,PT-ue72rD,,Colon carcinoma,C4910,
ACH-000970,SNU-C5,SNUC5,SNUC5_LARGE_INTESTINE,,1674021.0,Female,KCLB,CVCL_5112,152.0,Colon,,Colon/Colorectal Cancer,Adenocarcinoma,77,SIDM00498,,colorectal,colorectal_adenocarcinoma,,,,,,PT-B2n6IN,,Cecum adenocarcinoma,C5543,
ACH-000971,HCT 116,HCT116,HCT116_LARGE_INTESTINE,,905936.0,Male,ATCC,CVCL_0291,1920.0,large_intestine,Primary,Colon/Colorectal Cancer,Adenocarcinoma,48,SIDM00783,,colorectal,colorectal_adenocarcinoma,,MSI,2D: adherent,,,PT-2Roqq2,,Colon carcinoma,C4910,
ACH-000973,639-V,639V,639V_URINARY_TRACT,,906798.0,Male,ATCC,CVCL_1048,1483.0,urinary_tract,Primary,Bladder Cancer,Transitional Cell Carcinoma,69,SIDM00999,,urinary_tract,bladder_carcinoma,bladder_transitional_cell,,2D: adherent,,,PT-P31KFG,,Ureter urothelial carcinoma,C4830,
ACH-000974,SNG-M,SNGM,SNGM_ENDOMETRIUM,,909735.0,Female,HSRRB,CVCL_1707,2058.0,lymph_node,Metastasis,Endometrial/Uterine Cancer,Endometrial Adenocarcinoma,52,SIDM00373,,uterus,endometrial_adenocarcinoma,,,,,,PT-cgXnS7,,Endometrial adenocarcinoma,C7359,
ACH-000976,HuCCT1,HUCCT1,HUCCT1_BILIARY_TRACT,,907069.0,Male,HSRRB,CVCL_0324,1213.0,ascites,Metastasis,Bile Duct Cancer,"Cholangiocarcinoma, intrahepatic",56,SIDM00587,,bile_duct,cholangiocarcinoma,intrahepatic,,,,,PT-z66Tka,,Intrahepatic cholangiocarcinoma,C35417,
ACH-000977,LNCaP clone FGC,LNCAPCLONEFGC,LNCAPCLONEFGC_PROSTATE,"LNCAPCLONEFGC, LN-Cap-cloneFGC, LNCaP clone FGC",907788.0,Male,ATCC,CVCL_1379,2080.0,lymph_node,Metastasis,Prostate Cancer,Adenocarcinoma,50,SIDM00683,,prostate,prostate_adenocarcinoma,,,2D: mixed adherent and suspension,,,PT-tY34fU,,Prostate carcinoma,C4863,
ACH-000978,EN,EN,EN_ENDOMETRIUM,,1240127.0,Female,DSMZ,CVCL_2034,1919.0,endometrium,Primary,Endometrial/Uterine Cancer,Endometrial Adenocarcinoma,50,SIDM01045,,uterus,endometrial_adenocarcinoma,,,2D: adherent,,,PT-bmKWJL,,Endometrial carcinoma,C7558,
ACH-000979,DU 145,DU145,DU145_PROSTATE,,905935.0,Male,ATCC,CVCL_0105,872.0,central_nervous_system,Metastasis,Prostate Cancer,Adenocarcinoma,69,SIDM00120,,prostate,prostate_adenocarcinoma,,,2D: adherent,,,PT-05dldv,,Prostate carcinoma,C4863,
ACH-000980,NCI-H1155,NCIH1155,NCIH1155_LUNG,,908467.0,Male,ATCC,CVCL_1456,801.0,lymph_node,Metastasis,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Large Cell Carcinoma",36,SIDM00651,,lung,NSCLC,NSCLC_large_cell,,2D: suspension,,,PT-DdDGB6,,Lung large cell carcinoma,C4450,
ACH-000981,DND-41,DND41,DND41_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1297446.0,Male,DSMZ,CVCL_2022,1035.0,haematopoietic_and_lymphoid_tissue,Primary,Leukemia,"Acute Lymphoblastic Leukemia (ALL), T-cell",13,SIDM00946,,blood,ALL,t_cell,,,,,PT-zhUnhJ,,Childhood T acute lymphoblastic leukemia,C7953,
ACH-000983,KCL-22,KCL22,KCL22_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1330931.0,Female,DSMZ,CVCL_2091,1513.0,pleural_effusion,,Leukemia,"Chronic Myelogenous Leukemia (CML), blast crisis",32,SIDM01004,,blood,CML,blast_crisis,,,,,PT-AcI1bM,,"Chronic myelogenous leukemia, BCR-ABL1 positive",C3174,
ACH-000985,LS411N,LS411N,LS411N_LARGE_INTESTINE,,907794.0,Male,ATCC,CVCL_1385,724.0,large_intestine,Primary,Colon/Colorectal Cancer,Adenocarcinoma,32,SIDM00660,,colorectal,colorectal_adenocarcinoma,,MSI,2D: adherent,,,PT-KI0Di1,,Cecum adenocarcinoma,C5543,
ACH-000986,HT115,HT115,HT115_LARGE_INTESTINE,,907289.0,,ECACC,CVCL_2520,2099.0,Colon,,Colon/Colorectal Cancer,Adenocarcinoma,,SIDM00534,,colorectal,colorectal_adenocarcinoma,,,2D: adherent,,,PT-EoHcfh,,Colon carcinoma,C4910,
ACH-000987,MeWo,MEWO,MEWO_SKIN,,908128.0,Male,ATCC,CVCL_0445,102.0,lymph_node,Metastasis,Skin Cancer,Melanoma,78,SIDM00545,,skin,melanoma,,,2D: adherent,,,PT-1PBPXD,,Cutaneous melanoma,C3510,
ACH-000988,MFE-319,MFE319,MFE319_ENDOMETRIUM,,1240174.0,Female,DSMZ,CVCL_2112,1816.0,endometrium,,Endometrial/Uterine Cancer,,81,SIDM00333,,uterus,endometrial_adenocarcinoma,,,2D: adherent,,,PT-blqauC,,Endometrial adenosquamous carcinoma,C114656,
ACH-000989,SNU-175,SNU175,SNU175_LARGE_INTESTINE,,1659928.0,Female,KCLB,CVCL_5031,154.0,abdomen,Metastasis,Colon/Colorectal Cancer,"Adenocarcinoma, mucinous",56,SIDM00216,,colorectal,colorectal_adenocarcinoma,mucinous,MSI,,,,PT-iFoJMI,,Colon adenocarcinoma,C4349,
ACH-000991,SNU-81,SNU81,SNU81_LARGE_INTESTINE,,1660036.0,Male,KCLB,CVCL_5098,697.0,Colon,,Colon/Colorectal Cancer,Adenocarcinoma,53,SIDM00193,,colorectal,colorectal_adenocarcinoma,,,,,,PT-pBOr7s,,Colon adenocarcinoma,C4349,
ACH-000995,JURKAT,JURKAT,JURKAT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,998184.0,Male,DSMZ,CVCL_0065,1210.0,haematopoietic_and_lymphoid_tissue,Primary,Leukemia,"Acute Lymphoblastic Leukemia (ALL), T-cell",14,SIDM01016,,blood,ALL,t_cell,,2D: suspension,,,PT-lj83Ht,,Childhood T acute lymphoblastic leukemia,C7953,
ACH-000997,HCT-15,HCT15,HCT15_LARGE_INTESTINE,,905937.0,Male,ATCC,CVCL_0292,1553.0,large_intestine,Primary,Colon/Colorectal Cancer,Adenocarcinoma,67,SIDM00789,,colorectal,colorectal_adenocarcinoma,,MSI,2D: adherent,,,PT-i0VYNQ,,Colon adenocarcinoma,C4349,
ACH-000998,CW-2,CW2,CW2_LARGE_INTESTINE,,910554.0,Female,RIKEN,CVCL_1151,1833.0,large_intestine,Primary,Colon/Colorectal Cancer,Adenocarcinoma,55,SIDM00282,,colorectal,colorectal_adenocarcinoma,,MSI,,,,PT-A55gCd,,Colon adenocarcinoma,C4349,
ACH-000999,SNU-1040,SNU1040,SNU1040_LARGE_INTESTINE,,1659823.0,Male,KCLB,CVCL_5003,2191.0,Colon,,Colon/Colorectal Cancer,Adenocarcinoma,34,SIDM00217,,colorectal,colorectal_adenocarcinoma,,MSI,,,,PT-hR5WVg,,Colon adenocarcinoma,C4349,
ACH-001002,,451LU,451LU_SKIN,,1287706.0,Male,,CVCL_6357,577.0,lymph_node,Metastasis,Skin Cancer,Melanoma,22,SIDM01240,,skin,melanoma,,,,,,PT-5WoxMn,ACH-002629,Cutaneous melanoma,C3510,"The reported STR profile from Wistar of this cell line was changed at one point between February 2016 when we retrieved them and entered them in the Cellosaurus and May 2018. The major changes were: CSF1PO: 11,12->12, D18S51: 10->10,13, D5S818: 11,12->12, D7S820: 9,10->10 and FGA: 21->21,25"
ACH-001016,Becker,BECKER,BECKER_CENTRAL_NERVOUS_SYSTEM,,906746.0,Male,HSRRB,CVCL_1093,2090.0,central_nervous_system,,Brain Cancer,Glioma,57,SIDM00490,,central_nervous_system,glioma,,,,,,PT-Pxi6oo,,Astrocytoma,C60781,
