identifier,name,M
DB03733,"Ethylene Dichloride",0
DB03734,Xylarohydroxamate,1
DB03735,9-(2-Deoxy-Beta-D-Ribofuranosyl)-6-Methylpurine,1
DB03736,2-Cyclopropylmethylenepropanal,1
DB03737,"4-((3r,4s,5r)-4-Amino-3,5-Dihydroxy-Hex-1-Ynyl)-5-Fluoro-3-[1-(3-Methoxy-1h-Pyrrol-2-Yl)-Meth-(Z)-Ylidene]-1,3-Dihydro-Indol-2-One",1
DB03738,Pantothenoylaminoethenethiol,1
DB03739,"3-Hydroxyimino Quinic Acid",1
DB03740,N-acetyl-alpha-D-glucosamine,8
DB03741,"2-Methylbutanoic Acid",0
DB03742,"Compound 4-D",1
DB03744,"Cp403700, (S)-1-{2-[(5-Chloro-1h-Indole-2-Carbonyl)-Amino]-3-Phenyl-Propionyl}-Azetidine-3-Carboxylate",0
DB03745,Arabinose-5-phosphate,2
DB03746,"3-Amino-4,5-Dihydroxy-Cyclohex-1-Enecarboxylate",1
DB03747,"N-Acetyl-glucosamine thiazoline",1
DB03748,"Methyl-[4-(4-Piperidine-1-Ylmethyl-Phenyl)-Cyclohexyl]-Carbaminic Acid-(4-Chlorophenyl)-Ester",1
DB03749,"4-(1h-Imidazol-4-Yl)-3-(5-Ethyl-2,4-Dihydroxy-Phenyl)-1h-Pyrazole",1
DB03750,"Isovaleric Acid",2
DB03751,2'deoxy-Thymidine-5'-Diphospho-Alpha-D-Glucose,2
DB03752,"P-(2'-Iodo-5'-Thenoyl)Hydrotropic Acid",1
DB03753,"Flurbiprofen Methyl Ester",1
DB03754,Tromethamine,1
DB03755,"Adenosine-5'-[Beta, Gamma-Methylene]Tetraphosphate",1
DB03756,Doconexent,6
DB03757,N-{[(2-Methyl-2-propanyl)oxy]carbonyl}-L-alanyl-L-alaninamide,1
DB03758,Radicicol,5
DB03759,FG-9041,1
DB03760,"Dihydrolipoic Acid",4
DB03761,5-fluoro-2'-deoxyuridine-5'-monophosphate,4
DB03763,5-methyl-2'-deoxypseudouridine,1
DB03765,"2'-cytidylic acid",1
DB03766,"Propanoic acid",2
DB03767,"Morpholine-4-Carboxylic Acid [1s-(2-Benzyloxy-1r-Cyano-Ethylcarbamoyl)-3-Methyl-Butyl]Amide",1
DB03768,"N-[2-Hydroxy-2-(8-Isopropyl-6,9-Dioxo-2-Oxa-7,10-Diaza-Bicyclo[11.2.2]Heptadeca-1(16),13(17),14-Trien-11-Yl)-Ethyl]-N-(3-Methyl-Butyl)-Benzenesulfonamide,Inhibitor 3",1
DB03769,D-Eritadenine,1
DB03771,Allyl-{4-[3-(4-Bromo-Phenyl)-Benzofuran-6-Yloxy]-but-2-Enyl}-Methyl-Amine,1
DB03772,"2-Hexyloxy-6-Hydroxymethyl-Tetrahydro-Pyran-3,5-Diol",1
DB03773,alpha-D-quinovopyranose,4
DB03775,Dethiobiotin,3
DB03777,"Bisindolylmaleimide I",3
DB03779,Glucosaminyl-(Alpha-6)-D-Myo-Inositol,1
DB03780,2-Aminoquinazolin-4(3h)-One,1
DB03781,"2-[4-(2,4-Dichlorophenoxy)Phenoxy]Propanoic Acid",1
DB03782,N-(1-adamantyl)-N'-(4-guanidinobenzyl)urea,1
DB03783,Phenacetin,1
DB03784,Elaidamide,1
DB03785,"Mevinolinic acid",1
DB03787,"(5-Hydroxy-6-methyl-4-{[(E)-(3-oxo-1,2-oxazolidin-4-ylidene)amino]methyl}-3-pyridinyl)methyl dihydrogen phosphate",1
DB03788,GC-24,1
DB03790,"L-methionine sulfone",1
DB03791,GW-3965,1
DB03792,5-Aminouracil,1
DB03793,"Benzoic acid",7
DB03795,2-Dehydropantoate,1
DB03796,"Palmitic Acid",10
DB03798,2'-Deoxycytidine-5'-Monophosphate,2
DB03799,Trifluoromethionine,2
DB03800,"Deoxyuridine monophosphate",8
DB03801,"Lysine Nz-Carboxylic Acid",16
DB03802,"1-[4-(Octahydro-Pyrido[1,2-a]Pyrazin-2-Yl)-Phenyl]-2-Phenyl-1,2,3,4-Tetrahydro-Isoquinolin-6-Ol",1
DB03803,"N,N-[2,5-O-dibenzyl-glucaryl]-DI-[valinyl-aminomethanyl-pyridine]",1
DB03804,5-Bromothienyldeoxyuridine,1
DB03807,"1-(2-Chlorophenyl)-3,5-Dimethyl-1h-Pyrazole-4-Carboxylic Acid Ethyl Ester",1
DB03808,Hexamidine,2
DB03809,9-Butyl-8-(3-Methoxybenzyl)-9h-Purin-6-Amine,1
DB03811,Histidinol,2
DB03812,"3-{2,6,8-trioxo-9-[(2S,3R,4R)-2,3,4,5-tetrahydroxypentyl]-1,2,3,6,8,9-hexahydro-7H-purin-7-Yl}propyl dihydrogen phosphate",1
DB03813,"2-Decenoyl N-Acetyl Cysteamine",2
DB03814,"2-(N-morpholino)ethanesulfonic acid",36
DB03815,Fucitol,1
DB03816,Difluoromethionine,1
DB03817,"L-2,4-diaminobutyric acid",1
DB03818,N-[Tosyl-D-Prolinyl]Amino-Ethanethiol,1
DB03820,"(2S,5R,6R)-6-({(6S)-6-[(Ammonioacetyl)amino]-6-carboxylatohexanoyl}amino)-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylate",1
DB03821,"2-Amino-3-Hydroxy-3-Phosphonooxy-Propionic Acid",1
DB03822,"Ethyl dihydrogen phosphate",2
DB03824,"7-Iodo-1,2,3,4-Tetrahydro-Isoquinoline",1
DB03825,"Rhodamine 6G",2
DB03827,"(3s)-3,4-Di-N-Hexanoyloxybutyl-1-Phosphocholine",1
DB03828,RU78299,1
DB03830,"Phosphorylated Dihydropteroate",1
DB03832,"3-Carboxy-N,N,N-Trimethyl-2-(Octanoyloxy)Propan-1-Aminium",1
DB03833,"2-Prolyl-5-Tert-Butyl-[1,3,4]Oxadiazole",1
DB03834,"(3S)-3-(dioxidosulfanyl)-N-[(1Z)-3-oxoprop-1-en-1-yl]-4-(1H-1,2,3-triazol-1-yl)-D-valine",1
DB03835,"N-[(5S,7R,8S,9S,10R)-8,9,10-Trihydroxy-7-(hydroxymethyl)-2,4-dioxo-6-oxa-1,3-diazaspiro[4.5]dec-3-yl]acetamide",1
DB03836,"1,3,5-trichlorobenzene",1
DB03837,"Morpholine-4-Carboxylic Acid (1-(3-Benzenesulfonyl-1-Phenethylallylcarbamoyl)-3-Methylbutyl)-Amide",1
DB03840,"Tetra(Imidazole)Diaquacopper (Ii)",1
DB03841,Niraxostat,1
DB03842,2-Chloro-6-Methyl-Aniline,1
DB03843,Formaldehyde,1
DB03844,"N-(2,6-Diflouro-Benzyl)-4-Sulfamoyl-Benzamide",1
DB03845,P1-(5'-Adenosyl)P5-(5'-(3'azido-3'-Deoxythymidyl))Pentaphosphate,1
DB03846,"2'-deoxy-5-(hydroxymethyl)uridine 5'-(dihydrogen phosphate)",1
DB03847,"gamma-carboxy-L-glutamic acid",3
DB03848,"Benzenesulfinic acid",1
DB03849,Cilomilast,2
DB03850,"Jaspisamide A",1
DB03854,Cadaverine,1
DB03855,"L-Threonohydroxamate 4-Phosphate",1
DB03856,L-Eflornithine,1
DB03857,"1,4-dithio-beta-D-glucopyranose",1
DB03859,1-thio-beta-D-glucopyranose,1
DB03860,ICI-164384,1
DB03861,"(2R,3R,4S,5R)-2-acetamido-3,4-dihydroxy-5-hydroxymethyl-piperidine",2
DB03862,Tetrahydrooxazine,2
DB03863,2-O-Methyl-beta-L-fucopyranose,2
DB03864,Monothioglycerol,1
DB03865,6-Chloro-2-(2-Hydroxy-Biphenyl-3-Yl)-1h-Indole-5-Carboxamidine,4
DB03866,"Prostaglandin G2",1
DB03867,3-nitro-L-tyrosine,1
DB03868,"3-Dehydroquinic Acid",1
DB03869,5'-O-(L-Serylsulfamoyl)adenosine,1
DB03870,"Ara-Alpha(1,3)-Xyl",1
DB03871,"lambda-bis(2,2'-bipyridine)imidazole ruthenium (II)",1
DB03874,"(4e,8e,12z,16z)-N,N,4,8,13,17,21-Heptamethyldocosa-4,8,12,16,20-Pentaen-1-Amine",1
DB03876,"Thieno[2,3-B]Pyridine-2-Carboxamidine",2
DB03877,AL-4623,1
DB03878,N-[4-Methyl-3-[[4-(3-Pyridinyl)-2-Pyrimidinyl]Amino]Phenyl]-3-Pyridinecarboxamide,2
DB03879,alpha-L-methyl-fucose,2
DB03880,Batimastat,5
DB03881,"(2S,3R,4S,5S)-3,4-Dihydroxy-2-[(methylsulfanyl)methyl]-5-(4-oxo-4,5-dihydro-1H-pyrrolo[3,2-d]pyrimidin-7-yl)pyrrolidinium",2
DB03882,"5-Alpha-Androstane-3-Beta,17beta-Diol",1
DB03884,"Phenylpyruvic acid",4
DB03886,Biopterin,3
DB03887,"Alpha-Adenosine Monophosphate",1
DB03888,N-Allyl-6-{[3-(4-bromophenyl)-1-methyl-1H-indazol-6-yl]oxy}-N-methyl-1-hexanamine,1
DB03889,S-(N-hydroxy-N-bromophenylcarbamoyl)glutathione,1
DB03890,N-[2-(1-Formyl-2-Methyl-Propyl)-1-(4-Piperidin-1-Yl-but-2-Enoyl)-Pyrrolidin-3-Yl]-Methanesulfonamide,1
DB03891,"Dibenzyl (carbonylbis{2,1-hydrazinediyl[(2S)-4-methyl-1-oxo-1,2-pentanediyl]})biscarbamate",1
DB03892,5-N-Allyl-arginine,1
DB03893,Thionicotinamide-Adenine-Dinucleotide,1
DB03894,N-Propargyl-1(S)-Aminoindan,1
DB03895,"Malachite Green",1
DB03896,"Triphosphoric acid",1
DB03897,"Phloretic acid",2
DB03899,9-Butyl-8-(4-Methoxybenzyl)-9h-Purin-6-Amine,1
DB03900,tert-butanol,5
DB03901,5-Oxoprolinal,1
DB03902,"Oxalic Acid",1
DB03903,Tmr,1
DB03904,Urea,5
DB03905,Succinamide-CoA,1
DB03906,2-Phenylheme,1
DB03907,"N-[(E)-3-[(2R,3S,4R,5R)-5-(6-Aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]prop-2-enyl]-2,3-dihydroxy-5-nitrobenzamide",1
DB03908,"N,N-[2,5-O-[Dibenzyl]-glucaryl]-DI-[isoleucyl-amido-methane]",1
DB03909,"Adenosine-5'-[Beta, Gamma-Methylene]Triphosphate",13
DB03910,"S,S'-(1,3-Phenylene-Bis(1,2-Ethanediyl))Bis-Isothiourea",1
DB03911,L-Xylopyranose,1
DB03912,"D-pantetheine 4'-phosphate",3
DB03915,"2-Amino-3-Ketobutyric Acid",1
DB03916,4-{2-[4-(2-Aminoethyl)Piperazin-1-Yl]Pyridin-4-Yl}-N-(3-Chloro-4-Methylphenyl)Pyrimidin-2-Amine,2
DB03918,"6S-5,6,7,8-Tetrahydrobiopterin",1
DB03919,"Ethyl-Carbamic Acid Methyl Ester",1
DB03921,4-(3-Pyridin-2-Yl-1h-Pyrazol-4-Yl)Quinoline,1
DB03923,"Feruloyl Coenzyme A",1
DB03924,"5,8-Di-Amino-1,4-Dihydroxy-Anthraquinone",1
DB03925,Freselestat,2
DB03927,Glycyl-L-alpha-amino-epsilon-pimelyl-D-alanine,1
DB03928,"Carboxymethylthio-3-(3-Chlorophenyl)-1,2,4-Oxadiazol",1
DB03929,D-Serine,4
DB03931,Diguanosine-5'-Triphosphate,1
DB03932,LFA703,1
DB03933,"C-1027 Aromatized chromophore",1
DB03934,"Zinc protoporphyrin",1
DB03935,"1,4-Dideoxy-O2-Sulfo-Glucuronic Acid",2
DB03936,1-Deoxy-Ribofuranose-5'-Phosphate,1
DB03937,"D-erythrose 4-phosphate",3
DB03938,"Deacetoxycephalosporin C",1
DB03939,"(4S)-4-hydroxy-3,4-dihydro-2(1H)-pyrimidinone",1
DB03940,"Oxamic Acid",6
DB03942,"Carboxylic PRPP",3
DB03944,"5-[1-(3,4-Dimethoxy-Benzoyl)-1,2,3,4-Tetrahydro-Quinolin-6-Yl]-6-Methyl-3,6-Dihydro-[1,3,4]Thiadiazin-2-One",1
DB03945,"N,N,N-Trimethyl-2-(phosphonooxy)ethanaminium",3
DB03947,D-Xylulose,1
DB03948,"6-Chloropurine Riboside, 5'-Monophosphate",2
DB03949,N-[(2S)-3-Phenyl-2-sulfanylpropanoyl]-L-phenylalanyl-L-tyrosine,1
DB03950,(S)-N-(3-Indol-1-Yl-2-Methyl-Propyl)-4-Sulfamoyl-Benzamide,1
DB03951,N-acetyl-D-glucosamine-6-phosphate,2
DB03952,9-(6-deoxy-beta-D-allofuranosyl)-6-methylpurine,1
DB03953,Thiocitrulline,1
DB03955,1-deoxymannojirimycin,1
DB03956,"Inositol 2,4,5-trisphosphate",1
DB03957,SP2456,1
DB03958,7-methyl-guanosine-5'-triphosphate-5'-guanosine,2
DB03959,"N,O6-Disulfo-Glucosamine",6
DB03961,"2c-Methyl-D-Erythritol 2,4-Cyclodiphosphate",1
DB03962,"Nicotinamide 8-bromo-adenine dinucleotide phosphate",1
DB03963,S-(Dimethylarsenic)Cysteine,8
DB03964,"4-Hydroxy-Aconitate Ion",1
DB03966,Clorobiocin,1
DB03967,"Dodecyl sulfate",2
DB03968,"1-Methyl-2-Oxy-5,5-Dimethyl Pyrrolidine",1
DB03970,"(7R)-7-(6,7-Dihydro-5H-cyclopenta[d]imidazo[2,1-b][1,3]thiazol-2-yl)-2,7-dihydro-1,4-thiazepine-3,6-dicarboxylic acid",3
DB03971,"Acarbose Derived Hexasaccharide",2
DB03973,"3-[2,6,8-Trioxo-9-[(2R,3R,4R)-2,3,4,5-tetrahydroxypentyl]-3H-purin-7-yl]propyl dihydrogen phosphate",1
DB03974,L-homoarginine,1
DB03975,"Mercuribenzoic Acid",2
DB03976,Phosphorylisopropane,4
DB03977,Trimethyllysine,2
DB03978,Tyrosinal,4
DB03979,1-[Glycerolylphosphonyl]-2-[8-(2-Hexyl-Cyclopropyl)-Octanal-1-Yl]-3-[Hexadecanal-1-Yl]-Glycerol,1
DB03980,4-(Fluorophenyl)-1-Cyclopropylmethyl-5-(2-Amino-4-Pyrimidinyl)Imidazole,1
DB03981,"1,4-Dideoxy-5-Dehydro-O2-Sulfo-Glucuronic Acid",3
DB03982,"Compound 5, 2-(Naphthalen-1-Yl-Oxalyl-Amino)-Benzoicacid",1
DB03983,"{[2-Amino-4-oxo-6,7-di(sulfanyl-κS)-3,5,5a,8,9a,10-hexahydro-4H-pyrano[3,2-g]pteridin-8-yl]methyl dihydrogenato(2-) phosphate}(dioxo)sulfanylmolybdenum",1
DB03984,"Morpholine-4-Carboxylic Acid [1-(2-Benzylsulfanyl-1-Formyl-Ethylcarbamoyl)-2-Phenyl-Ethyl]-Amide",1
DB03986,"6-methyl-formycin A",1
DB03987,"2,4-Diamino-6-[N-(3',5'-Dimethoxybenzyl)-N-Methylamino]Pyrido[2,3-D]Pyrimidine",2
DB03988,"2,6-Diamino-Hexanoic Acid Amide",1
DB03989,D-Allopyranose,1
DB03991,"2-deoxy-2,3-dehydro-N-acetylneuraminic acid",5
DB03993,"Isocaproic acid",1
DB03994,Ethanolamine,1
DB03995,Betadex,2
DB03996,"3-[(5s)-1-Acetyl-3-(2-Chlorophenyl)-4,5-Dihydro-1h-Pyrazol-5-Yl]Phenol",1
DB03997,"L-histidinol phosphate",2
DB03999,Butylphosphonate,1
DB04000,Bromo-Willardiine,1
DB04001,"6-(Oxalyl-Amino)-1h-Indole-5-Carboxylic Acid",1
DB04002,4-Sulfonamide-[4-(Thiomethylaminobutane)]Benzamide,1
DB04003,"{4-[(2S)-2-Acetamido-3-({(1S)-1-[3-carbamoyl-4-(cyclohexylmethoxy)phenyl]ethyl}amino)-3-oxopropyl]-2-phosphonophenoxy}acetic acid",1
DB04004,"2,6-Diamino-8-(2-Dimethylaminoethylsulfanylmethyl)-3h-Quinazolin-4-One",1
DB04005,"Uridine 5'-triphosphate",3
DB04006,"[2-Amino-6-(2,6-Difluoro-Benzoyl)-Imidazo[1,2-a]Pyridin-3-Yl]-Phenyl-Methanone",1
DB04007,Bromo-WR99210,1
DB04008,Zinc;[amino-[2-[[5-[amino(azaniumylidene)methyl]benzimidazol-1-id-2-yl]methyl]benzimidazol-1-id-5-yl]methylidene]azanium,1
DB04009,"Dimethyl Propionate Ester Heme",1
DB04010,"2-(3'-Methoxyphenyl) Benzimidazole-4-Carboxamide",1
DB04012,"(3r)-4-(P-Toluenesulfonyl)-1,4-Thiazane-3-Carboxylicacid-L-Leucine",1
DB04013,1-Deoxy-1-methoxycarbamido-beta-D-gluco-2-heptulopyranosonamide,1
DB04014,Alsterpaullone,3
DB04015,"Methionine Phosphinate",2
DB04016,"2-[3-({Methyl[1-(2-Naphthoyl)Piperidin-4-Yl]Amino}Carbonyl)-2-Naphthyl]-1-(1-Naphthyl)-2-Oxoethylphosphonic Acid",2
DB04017,Clorgiline,1
DB04018,S-Isopropyl-Isothiourea,1
DB04020,"4-(2-{[4-{[3-(4-Chlorophenyl)Propyl]Sulfanyl}-6-(1-Piperazinyl)-1,3,5-Triazin-2-Yl]Amino}Ethyl)Phenol",1
DB04021,MF268,1
DB04022,"Guanosine tetraphosphate",2
DB04023,"GDP-alpha-D-mannuronic acid",1
DB04024,Serine-3'-aminoadenosine,1
DB04027,D-arginine,1
DB04028,Tyvelose,1
DB04029,Phenylalanylamide,2
DB04030,"1,3,4,9-Tetrahydro-2-(Hydroxybenzoyl)-9-[(4-Hydroxyphenyl)Methyl]-6-Methoxy-2h-Pyrido[3,4-B]Indole",1
DB04031,"Serine vanadate",1
DB04032,"Adamantane-1-Carboxylic Acid-5-Dimethylamino-Naphthalene-1-Sulfonylamino-Butyl-Amide",1
DB04033,"Z-Ala Prolinal",0
DB04034,Ribulose-5-Phosphate,1
DB04035,"Ceftazidime BATSI",2
DB04036,"Coenzyme A persulfide",1
DB04037,"N,N-Bis(4-Chlorobenzyl)-1h-1,2,3,4-Tetraazol-5-Amine",2
DB04039,"3-Oxo-Pentadecanoic Acid",3
DB04040,"N-[1,3-Di(4-morpholinyl)-2-propanyl]-3-(α-D-galactopyranosyloxy)-5-nitrobenzamide",1
DB04041,"Nitrocefin Acyl-Serine",1
DB04042,"2-[4-(Hydroxy-Methoxy-Methyl)-Benzyl]-7-(4-Hydroxymethyl-Benzyl)-1,1-Dioxo-3,6-Bis-Phenoxymethyl-1lambda6-[1,2,7]Thiadiazepane-4,5-Diol",1
DB04043,"Carboxymycobactin T",1
DB04044,"4-{2-[(3-Nitrobenzoyl)Amino]Phenoxy}Phthalic Acid",1
DB04045,(R)-methylmalonyl-CoA,1
DB04047,"6-hydroxymethylpterin diphosphate",1
DB04048,N-Carbamoyl-Alanine,1
DB04050,"N-Propyl Isocyanide",1
DB04051,"5-phenylpentanoic acid",1
DB04052,"3,4-Xylenol",1
DB04053,Hypophosphite,1
DB04054,"9-Butyl-8-(2,5-Dimethoxy-Benzyl)-2-Fluoro-9h-Purin-6-Ylamine",1
DB04055,"2,3-Dicarboxy-4-(2-Chloro-Phenyl)-1-Ethyl-5-Isopropoxycarbonyl-6-Methyl-Pyridinium",1
DB04057,"N-[4-([(2-Amino-4-oxo-1,4-dihydropyrido[3,2-d]pyrimidin-6-yl)methyl]{(2E)-3-[4-carbamoyl-1-(5-O-phosphono-beta-D-ribofuranosyl)-1H-imidazol-5-yl]-2-propenoyl}amino)benzoyl]-L-glutamic acid",1
DB04058,N-Carbamoylphenylalanine,2
DB04059,8-(Pyrimidin-2-Ylamino)Naphthalene-2-Carboximidamide,1
DB04062,beta-D-fucose,2
DB04063,alpha-Methylleucine,1
DB04064,Nogalaviketone,0
DB04065,N-Cyclopentyl-N-Cyclobutylformamide,1
DB04066,"p-Coumaric acid",3
DB04067,"4-hydroxybenzyl coenzyme A",2
DB04068,"2',3'-dideoxy-3'-fluoro-urididine-5'-diphosphate",1
DB04069,"5,6-Dihydro-Benzo[H]Cinnolin-3-Ylamine",1
DB04070,"6-Deoxyerythronolide B",1
DB04071,Cpad,1
DB04072,"Alpha-Methylisocitric Acid",1
DB04073,N-{3-[4-(3-amino-propyl)-piperazin-1-yl]-propyl}-3-nitro-5-(galactopyranosyl)-beta-benzamide,1
DB04074,alpha-Ketoisovalerate,4
DB04075,N-Acetyl-L-Glutamate,2
DB04076,Hypoxanthine,1
DB04079,"Heptane-1,2,3-Triol",3
DB04080,RU78191,1
DB04081,"(4s-Trans)-4-(Methylamino)-5,6-Dihydro-6-Methyl-4h-Thieno(2,3-B)Thiopyran-2-Sulfonamide-7,7-Dioxide",1
DB04082,Decyloxy-Methanol,2
DB04083,"N(6)-(pyridoxal phosphate)-L-lysine",9
DB04084,2-deoxy-2-fluoro-α-D-mannose,1
DB04085,Bis(N-maleimidomethyl)ether,1
DB04086,"2',4'-Dinitrophenyl-2deoxy-2-Fluro-B-D-Cellobioside",1
DB04087,"Open Form of 2'-Deoxy-Ribofuranose-5'-Phosphate",2
DB04088,"2-[{4-[(2S)-2-{[(Allyloxy)carbonyl]amino}-3-({4-[3-hydroxy-2-(methoxycarbonyl)phenoxy]butyl}amino)-3-oxopropyl]phenyl}(carboxycarbonyl)amino]benzoic acid",1
DB04089,AL5300,1
DB04090,RH-1,1
DB04092,Apstatin,1
DB04094,4-hydroxybutan-2-one,1
DB04095,9-Deazahypoxanthine,1
DB04097,Uridine-5'-diphosphate-4-deoxy-4-fluoro-alpha-D-galactose,1
DB04098,Balanol,1
DB04099,Deamido-Nad+,6
DB04100,"Tricarbonyl(1,10-phenanthroline)rhenium(1+)",1
DB04101,"N'-[4-(2,4-Dimethyl-1,3-thiazol-5-yl)-2-pyrimidinyl]-N-hydroxyimidoformamide",1
DB04103,3-Methylcytosine,1
DB04104,3-Methyladenine,1
DB04105,N-Heptylformamide,1
DB04106,Fotemustine,1
DB04107,"[(1-{2[(4-Carbamimidoyl-Phenylamino)-Methyl]-1-Methyl-1h-Benzoimidazol-5-Yl}-Cyclopropyl)-Pyridin-2-Yl-Methyleneaminooxy]-Acetic Acid Ethyl Ester",1
DB04108,"(2s,3r)-3-Amino-2-Hydroxy-5-(Ethylsulfanyl)Pentanoyl-((S)-(-)-(1-Naphthyl)Ethyl)Amide",1
DB04109,"[4-(1,3,2-Dioxaborolan-2-Yloxy)Methyl]Benzamidine",1
DB04112,"(2R)-2-Acetamido-3-(octadecyloxy)propyl 2-(methylsulfanyl)ethyl hydrogen phosphate",1
DB04113,N-Formylpiperidine,1
DB04114,"3-Chloro-9-Ethyl-6,7,8,9,10,11-Hexahydro-7,11-Methanocycloocta[B]Quinolin-12-Amine",1
DB04115,Berberine,2
DB04116,Allolactose,1
DB04117,"4-(N,N-Dimethylamino)cinnamoyl-CoA",1
DB04119,"Hexatantalum Dodecabromide",2
DB04120,"4-Methyl-1,2-Benzenediol",2
DB04121,Guanosine-3'-monophosphate-5'-diphosphate,1
DB04122,"beta-D-glucose 6-phosphate",1
DB04123,"(P-Iodophenylacetylamino)Methylphosphinic Acid",1
DB04124,Aurodox,1
DB04125,N-Alpha-(2-Naphthylsulfonyl)-N(3-Amidino-L-Phenylalaninyl)-4-Acetyl-Piperazine,1
DB04126,N-[1-Hydroxycarboxyethyl-Carbonyl]Leucylamino-2-Methyl-Butane,2
DB04127,"beta-D-arabinofuranose 5-phosphate",1
DB04128,"5-Nitroso-6-ribityl-amino-2,4(1H,3H)-pyrimidinedione",1
DB04129,Willardiine,1
DB04130,5-Methoxybenzimidazole,1
DB04131,"10-(4-Dimethylamino-5-Hydroxy-6-Methyl-Tetrahydro-Pyran-2-Yloxy)-8-Ethyl-1,8,11-Trihydroxy-7,8,9,10-Tetrahydro-Naphthacene-5,12-Dione",1
DB04132,S-Hexylglutathione,6
DB04133,"Degraded Cephaloridine",2
DB04135,"(4S)-5-Fluoro-4-hydroxy-3,4-dihydro-2(1H)-pyrimidinone",1
DB04136,Lysophosphotidylserine,1
DB04137,Guanosine-5'-Triphosphate,19
DB04138,"5-[Bis(2-bromoethyl)amino]-N-(2,3-dioxopropyl)-2,4-dinitrobenzamide",1
DB04139,6-Hydroxypropylthymine,1
DB04140,"1-Benzyl-3-(4-Methoxy-Benzenesulfonyl)-6-Oxo-Hexahydro-Pyrimidine-4-Carboxylic Acid Hydroxyamide",1
DB04141,"2-Hexyloxy-6-Hydroxymethyl-Tetrahydro-Pyran-3,4,5-Triol",15
DB04142,"3-(3,5-Dibromo-4-Hydroxy-Benzoyl)-2-Ethyl-Benzofuran-6-Sulfonic Acid Dimethylamide",1
DB04143,"Indole-3-Glycerol Phosphate",2
DB04144,"Cis-[4,5-Bis-(4-Chlorophenyl)-2-(2-Isopropoxy-4-Methoxyphenyl)-4,5-Dihyd Roimidazol-1-Yl]-Piperazin-1-Yl-Methanone",1
DB04147,"Dodecyldimethylamine N-oxide",42
DB04149,(R)-Rolipram,2
DB04150,"N-alpha-Acetyl-3,5-diiodotyrosyl-D-threonine",1
DB04151,1-Methylhistidine,1
DB04152,"2-Amino-3-(3-Hydroxy-7,8-Dihydro-6h-Cyclohepta[D]-4-Isoxazolyl)Propionic Acid",1
DB04153,"S-Hydroxymethyl Glutathione",1
DB04154,"N-Methyl-N-[3-(6-Phenyl[1,2,4]Triazolo[4,3-B]Pyridazin-3-Yl)Phenyl]Acetamide",2
DB04155,2-Fluoro-2-Deoxy-Beta-D-Galactopyranosyl-Beta-D-Glucopyranose,1
DB04156,"Aspartate beryllium trifluoride",3
DB04157,N-[(Aminooxy)Carbonyl]Aniline,1
DB04158,"6-(adenosine tetraphosphate-methyl)-7,8-dihydropterin",1
DB04160,"Pyrophosphoric acid",1
DB04162,"5-Nitro-6-ribityl-amino-2,4(1H,3H)-pyrimidinedione",2
DB04163,"5-Phenylsulfanyl-2,4-Quinazolinediamine",2
DB04164,"1,4-Deoxy-4-((5-Hydroxymethyl-2,3,4-Trihydroxycyclohex-5-Enyl)Amino)Fructose",1
DB04165,Valpromide,1
DB04166,"Anthranilic acid",2
DB04167,Aceglutamide,0
DB04168,Bropirimine,1
DB04169,"3,5-Diaminophthalhydrazide",1
DB04170,"4-bromo-3-hydroxy-3-methyl butyl diphosphate",1
DB04172,"[2,4,6-Triisopropyl-Phenylsulfonyl-L-[3-Amidino-Phenylalanine]]-Piperazine-N'-Beta-Alanine",1
DB04173,Fructose,1
DB04174,3'-1-carboxy-1-phosphonooxy-ethoxy-uridine-diphosphate-N-acetylglucosamine,1
DB04175,Mdl-29951,1
DB04176,"Phosporic Acid Mono-[3,4-Dihydroxy-5-(5-Methoxy-Benzoimidazol-1-Yl)-Tetrahydro-Furan-2-Ylmethyl] Ester",1
DB04178,Di-Stearoyl-3-Sn-Phosphatidylcholine,2
DB04179,Benzofuran,1
DB04180,"4-(Aminosulfonyl)-N-[(2,4-Difluorophenyl)Methyl]-Benzamide",1
DB04182,"(S)-2-Amino-4-[(2s,3r)-2,3,5-Trihydroxy-4-Oxo-Pentyl]Mercapto-Butyric Acid",1
DB04183,"Methylmalonic Acid",1
DB04185,Norvaline,2
DB04186,"N'-(Pyrrolidino[2,1-B]Isoindolin-4-On-8-Yl)-N-(Pyridin-2-Yl)Urea",1
DB04187,"(9S,10S)-9-(S-glutathionyl)-10-hydroxy-9,10-dihydrophenanthrene",1
DB04188,MDL72527,1
DB04190,"2,5-dibenzyloxy-3-hydroxy-hexanedioic acid bis-[(2-hydroxy-indan-1-yl)-amide]",1
DB04191,"Skf 107457",1
DB04194,Triacetylchitotriose,1
DB04195,Heptulose-2-Phosphate,1
DB04196,"Pteroic acid",0
DB04197,Descarboxy-nor-N(Omega)-Hydroxy-L-Arginine,1
DB04198,"Formycin B",1
DB04199,1-Monohexanoyl-2-Hydroxy-Sn-Glycero-3-Phosphate,2
DB04200,Matairesinol,1
DB04201,"Histidyl-Adenosine Monophosphate",2
DB04203,3-Mercuri-4-Aminobenzenesulfonamide,1
